Page,Users,Sessions,Users % of Total,Pageviews,Unique Pageviews,Entrances,Bounce Rate
/catalog/view/doi:10.18739/A24T6F423,2,2,0.000766,2,2,2,1
/catalog/view/doi:10.18739/A2K931675,2,1,0.000765,2,2,1,1
/catalog/view/doi:10.5065/D6S46Q3R,2,2,0.000765,2,2,2,1
/catalog/view/doi:10.18739/A2DR2P88Z,2,2,0.000764,2,2,2,1
/catalog/view/urn:uuid:be6b250b-833b-4e06-84fc-ed135472da75,2,2,0.000764,2,2,2,1
/catalog/view/dcx_ea299d6d-8331-497f-9867-828ef03b5a3d_2,2,2,0.000763,2,2,2,1
/catalog/view/dcx_a44ec011-ad42-4df2-a250-c1f720f78f05_3,2,2,0.000762,2,2,2,1
/catalog/view/doi:10.18739/A2XS5JH8K,2,2,0.000762,2,2,2,1
/catalog/view/doi:10.18739/A20K26B8M,2,2,0.000761,2,2,2,1
/catalog/view/doi:10.18739/A26T0GW93,2,2,0.000761,2,2,2,1
/catalog/view/dcx_8bd65007-f4b7-4b6e-8e71-05d7cf48a620_2,2,2,0.00076,2,2,2,1
/catalog/view/doi:10.18739/A29G0S,2,2,0.00076,2,2,2,1
/catalog/view/doi:10.18739/A27P8TD6G,2,2,0.000759,2,2,2,1
/catalog/view/doi:10.18739/A2M527,2,2,0.000759,2,2,2,1
/catalog/view/urn:uuid:17e42279-6d5d-4505-a4fe-e3dd4d198474,2,2,0.000758,2,2,2,1
/catalog/view/doi:10.18739/A25M6275K,2,2,0.000758,2,2,2,1
/catalog/view/dcx_3ff963f4-6d3a-4377-bac4-0dac91e7e1b6_2,2,2,0.000757,2,2,2,1
/catalog/view/doi:10.18739/A2VX0638X,2,2,0.000757,2,2,2,1
/catalog/view/doi:10.18739/A21N7XN3T,2,2,0.000756,2,2,2,1
/catalog/view/doi:10.18739/A27W67624,2,2,0.000756,2,2,2,1
/catalog/view/doi:10.18739/A2NK36594,2,2,0.000755,2,2,2,1
/catalog/view/doi:10.18739/A2CN6Z07C,2,2,0.000755,2,2,2,1
/catalog/view/doi:10.18739/A2S24H,2,2,0.000754,2,2,2,1
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/562/4,2,2,0.000754,2,2,2,1
/catalog/view/doi:10.18739/A21N7XN68,2,2,0.000753,2,2,2,1
/catalog/view/dcx_5992d2a3-d24c-4e6d-a793-e44e66356713_2,2,2,0.000753,2,2,2,1
/catalog/view/doi:10.18739/A2X34MS77,2,2,0.000752,2,2,2,1
/catalog/view/doi:10.5065/D6T1521W,2,2,0.000752,2,2,2,1
/catalog/view/doi:10.18739/A2FB4WM8V,2,2,0.000751,2,2,2,1
/catalog/view/dcx_fa0cd520-c553-4ff9-90f9-cfe3d0176d7e_2,2,2,0.000751,2,2,2,1
/catalog/view/urn:uuid:a371ebea-79c6-44f7-8618-81005d5cca8f,2,2,0.00075,2,2,2,1
/catalog/view/doi:10.18739/A2639K58M,2,2,0.00075,2,2,2,1
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/560/4,2,2,0.000749,2,2,2,1
/catalog/view/doi:10.18739/A2PV6B76F,2,2,0.000749,2,2,2,1
/catalog/view/urn:uuid:d1fa5e38-c0df-4527-ba10-240bd10fe169,2,2,0.000748,2,2,2,1
/catalog/view/doi:10.18739/A2RX93D86,2,2,0.000748,2,2,2,1
/catalog/view/doi:10.5065/D6CN7245,2,2,0.000747,2,2,2,1
/catalog/view/doi:10.18739/A2696ZZ6F,2,2,0.000747,2,2,2,1
/catalog/view/doi:10.18739/A2NG4GS6D,2,2,0.000746,2,2,2,1
/catalog/view/doi:10.18739/A2959C807,2,2,0.000746,2,2,2,1
/catalog/view/doi:10.18739/A26W9696T,2,2,0.000745,2,2,2,1
/catalog/view/doi:10.5065/D6M906TV,2,2,0.000745,2,2,2,1
/catalog/view/doi:10.18739/A2348GH01,2,2,0.000744,2,2,2,1
/catalog/view/doi:10.5065/D6WS8RDF,2,2,0.000744,2,2,2,1
/catalog/view/doi:10.18739/A2DB7VQ8M,2,2,0.000743,2,2,2,1
/catalog/view/doi:10.18739/A2J678X5P,2,2,0.000743,2,2,2,1
/catalog/view/urn:uuid:e9136a64-661f-470d-9b3a-72f31d54d066,2,2,0.000742,2,2,2,1
/catalog/view/doi:10.18739/A24746S04,2,2,0.000742,2,2,2,1
/catalog/view/urn:uuid:802f5656-26af-43cb-b594-b3905a2ebf47,2,2,0.000741,2,2,2,1
/catalog/view/dcx_6317154d-5de8-400b-bace-3df1cf8e8bb8_2,2,2,0.000741,2,2,2,1
/catalog/view/doi:10.18739/A2XD0QZ2W,2,2,0.00074,2,2,2,1
/catalog/view/doi:10.18739/A2DT1J,2,2,0.00074,2,2,2,1
/catalog/view/doi:10.18739/A2K539,2,2,0.000739,2,2,2,1
/catalog/view/dcx_09803170-604c-412a-bb37-d03a5e32d488_2,2,2,0.000739,2,2,2,1
/catalog/view/urn:uuid:d0464971-d3c9-4445-bfd4-1de099f63e96,2,2,0.000738,2,2,2,1
/catalog/view/doi:10.18739/A2XW47X01,2,2,0.000738,2,2,2,1
/catalog/view/doi:10.18739/A2DV1CP3V,2,2,0.000737,2,2,2,1
/catalog/view/doi:10.18739/A2TX35695,2,2,0.000737,2,2,2,1
/catalog/view/doi:10.18739/A2000014J,2,2,0.000737,2,2,2,1
/catalog/view/dcx_e9bc88fb-6915-455f-817f-b916bcf48cf4_2,2,2,0.000736,2,2,2,1
/catalog/view/doi:10.18739/A2G737455,2,2,0.000736,2,2,2,1
/catalog/view/doi:10.18739/A2VH5CJ6M,2,2,0.000735,2,2,2,1
/catalog/view/doi:10.18739/A24B2X57D,2,2,0.000735,2,2,2,1
/catalog/view/doi:10.18739/A2D21RK0P,2,2,0.000734,2,2,2,1
/catalog/view/urn:uuid:6866017a-e5af-48f6-a97e-b8931f71cbdd,2,2,0.000734,2,2,2,1
/catalog/view/urn:uuid:4f06e5dd-c342-4245-bfca-5ccb2f958b33,2,2,0.000733,2,2,2,1
/catalog/view/doi:10.18739/A22N4ZJ70,2,2,0.000733,2,2,2,1
/catalog/view/dcx_e6239e61-f070-49fc-b399-95160f5d9a4d_2,2,2,0.000732,2,2,2,1
/catalog/view/doi:10.18739/A28R7W,2,2,0.000732,2,2,2,1
/catalog/view/doi:10.18739/A2ZK55N1P,2,2,0.000731,2,2,2,1
/catalog/view/doi:10.18739/A2X63B580,2,2,0.000731,2,2,2,1
/catalog/view/doi:10.5065/D6T43R57,2,2,0.000731,2,2,2,1
/catalog/view/doi:10.18739/A2XS5JH54,2,2,0.00073,2,2,2,1
/catalog/view/doi:10.18739/A2HX15R3W,2,2,0.00073,2,2,2,1
/catalog/view/doi:10.18739/A2M61BQ4P,2,2,0.000729,2,2,2,1
/catalog/view/doi:10.18739/A2DV1CP2C,2,2,0.000729,2,2,2,1
/catalog/view/doi:10.18739/A2VQ2SB4V,2,2,0.000728,2,2,2,1
/catalog/view/doi:10.18739/A2652H,2,2,0.000728,2,2,2,1
/catalog/view/dcx_7c05fba3-a09a-40ad-9a57-39b0e2eb5f18_2,2,2,0.000727,2,2,2,1
/catalog/view/doi:10.18739/A2WP9T74J,2,2,0.000727,2,2,2,1
/catalog/view/doi:10.18739/A2J38KJ2C,2,2,0.000727,2,2,2,1
/catalog/view/doi:10.18739/A2542J90H,2,2,0.000726,2,2,2,1
/catalog/view/doi:10.18739/A27P8TD7Z,2,2,0.000726,2,2,2,1
/catalog/view/doi:10.18739/A2TB0XW0W,2,2,0.000725,2,2,2,1
/catalog/view/doi:10.18739/A2348GH1H,2,2,0.000725,2,2,2,1
/catalog/view/urn:uuid:f9652a68-5127-4c6c-ac15-794d6c76a5e8,2,2,0.000724,2,2,2,1
/catalog/view/dcx_990ac077-44a1-4b3e-adf4-54fb6bb90172_2,2,2,0.000724,2,2,2,1
/catalog/view/doi:10.18739/A28S4JQ04,2,2,0.000723,2,2,2,1
/catalog/view/doi:10.18739/A2Z31NP60,2,2,0.000723,2,2,2,1
/catalog/view/doi:10.18739/A29S1KK8S,2,2,0.000723,2,2,2,1
/catalog/view/doi:10.18739/A28P5V98P,2,2,0.000722,2,2,2,1
/catalog/view/doi:10.5065/D6PG1PVT,2,2,0.000722,2,2,2,1
/catalog/view/doi:10.18739/A2DR2P911,2,2,0.000721,2,2,2,1
/catalog/view/doi:10.18739/A2S46H68Q,2,2,0.000721,2,2,2,1
/catalog/view/doi:10.18739/A2KS6J52G,2,2,0.00072,2,2,2,1
/catalog/view/doi:10.18739/A2J09W511,2,2,0.00072,2,2,2,1
/catalog/view/doi:10.18739/A2ZK55N3N,2,2,0.00072,2,2,2,1
/catalog/view/doi:10.18739/A2FT1V,2,2,0.000719,2,2,2,1
/catalog/view/doi:10.18739/A2GM81P5J,2,2,0.000719,2,2,2,1
/catalog/profile/http://orcid.org/0000-0002-0678-2790,2,0,0.000718,2,2,0,null
/catalog/view/doi:10.18739/A23R0PS5P,2,1,0.000718,3,2,1,1
/catalog/view/dcx_732adead-7f7e-48e4-9fc4-fa750eee48e0_2,2,2,0.000718,2,2,2,1
/catalog/view/dcx_2f944e3e-f083-4bbb-8e78-bfba11f5db82_2,2,2,0.000717,2,2,2,1
/catalog/view/doi:10.18739/A2N82K,2,2,0.000717,2,2,2,1
/catalog/view/urn:uuid:b35f5a68-662c-49f7-bef2-bc913be517dc,2,2,0.000716,2,2,2,1
/catalog/view/doi:10.18739/A2KP7TS1Q,2,2,0.000716,2,2,2,1
/catalog/view/doi:10.5065/D6RF5S30,2,2,0.000715,2,2,2,1
/catalog/view/dcx_575b48fb-6408-4c0a-8f98-cc26f7f89f5f_2,2,2,0.000715,2,2,2,1
/catalog/view/doi:10.5065/D60G3H94,2,2,0.000715,2,2,2,1
/catalog/view/urn:uuid:8f18bb6c-576b-40a2-b855-e67202f10f1d,2,2,0.000714,2,2,2,1
/catalog/view/doi:10.18739/A2901ZF74,2,2,0.000714,3,3,2,1
/catalog/view/doi:10.5065/D6N877ZP,2,2,0.000713,2,2,2,1
/catalog/view/urn:uuid:d284fce9-47bb-40dc-9464-dab6d3357240,2,2,0.000713,2,2,2,1
/catalog/view/doi:10.5065/D6BZ647R,2,2,0.000713,2,2,2,1
/catalog/view/doi:10.18739/A2GH9B93Q,2,2,0.000712,2,2,2,1
/catalog/view/doi:10.18739/A2DF6K39C,2,2,0.000712,2,2,2,1
/catalog/view/doi:10.5065/D6959FZS,2,2,0.000711,2,2,2,1
/catalog/view/doi:10.18739/A2TM72206,2,2,0.000711,2,2,2,1
/catalog/view/doi:10.18739/A2F76677W,2,2,0.000711,2,2,2,1
/catalog/view/doi:10.18739/A23775W2V,2,2,0.00071,2,2,2,1
/catalog/view/doi:10.18739/A2G73744P,2,2,0.00071,2,2,2,1
/catalog/view/urn:uuid:dbc274db-955c-4840-8141-481ff83da3b6,2,2,0.000709,2,2,2,1
/catalog/view/doi:10.18739/A24X54H2Z,2,2,0.000709,2,2,2,1
/catalog/view/urn:uuid:e7d96eed-504c-4ede-be18-8d0e01457d8d,2,2,0.000709,3,2,2,0
/catalog/view/doi:10.18739/A2PV6B730,2,2,0.000708,2,2,2,1
/catalog/view/doi:10.18739/A2M61BQ74,2,2,0.000708,2,2,2,1
/catalog/view/doi:10.18739/A2GF0MX2H,2,2,0.000707,2,2,2,1
/catalog/view/doi:10.18739/A2ZW18T27,2,2,0.000707,2,2,2,1
/catalog/view/dcx_314ff4d4-23f3-4ad3-8d4f-aa0380e7f468_2,2,2,0.000707,2,2,2,1
/catalog/view/urn:uuid:8746e81f-aa3b-4735-a0c5-4473cd387066,2,2,0.000706,2,2,2,1
/catalog/view/doi:10.18739/A2FX73Z5C,2,2,0.000706,2,2,2,1
/catalog/view/dcx_406d09e2-210c-4f88-950a-620ca8f09ca9_2,2,2,0.000705,2,2,2,1
/catalog/view/doi:10.18739/A2DZ03291,2,2,0.000705,2,2,2,1
/catalog/view/doi:10.18739/A2PN8XG0D,2,2,0.000705,2,2,2,1
/catalog/view/doi:10.18739/A2XZ6G,2,2,0.000704,2,2,2,1
/catalog/view/urn:uuid:7014da5a-93e4-4034-8d5c-cd6a6ec02e7d,2,2,0.000704,2,2,2,1
/catalog/view/doi:10.18739/A2W37KW4J,2,2,0.000704,2,2,2,1
/catalog/view/doi:10.18739/A2N00ZT88,2,2,0.000703,2,2,2,1
/catalog/view/doi:10.5065/D6CZ35KT,2,2,0.000703,2,2,2,1
/catalog/view/doi:10.18739/A29C6S17C,2,2,0.000702,2,2,2,1
/catalog/view/urn:uuid:cd1bd9e7-2ad6-4d6a-9d58-ee8c9df3fe30,2,2,0.000702,2,2,2,1
/catalog/view/doi:10.18739/A2SF2MC3C,2,2,0.000702,2,2,2,1
/catalog/view/dcx_e39d8e9a-c6c3-4950-aa60-87ddd637ebf7_2,2,2,0.000701,2,2,2,1
/catalog/view/urn:uuid:905d9f19-f69f-43c6-8c95-2255162c8144,2,2,0.000701,2,2,2,1
/catalog/view/doi:10.18739/A2QB9V631,2,2,0.0007,2,2,2,1
/catalog/view/dcx_f79d2c53-8757-4975-8d4d-941f9838eb5f_2,2,2,0.0007,2,2,2,1
/catalog/view/urn:uuid:a4f04016-8b28-4523-9575-036829ddd4db,2,0,0.0007,2,2,0,null
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-ble/11/1,2,2,0.000699,2,2,2,1
/catalog/view/dcx_1fa65fb5-400e-488a-88af-d2b7ccf993f7_2,2,2,0.000699,2,2,2,1
/catalog/view/doi:10.18739/A28C9R493,2,2,0.000699,2,2,2,1
/catalog/view/doi:10.5065/D65B00M0,2,2,0.000698,2,2,2,1
/catalog/view/urn:uuid:ae25a1c7-baa9-4d76-9bab-381973e7f8e1,2,2,0.000698,2,2,2,1
/catalog/view/doi:10.18739/A2TD9N86H,2,2,0.000697,2,2,2,1
/catalog/view/doi:10.18739/A25D8NF8F,2,2,0.000697,2,2,2,1
/catalog/view/urn:uuid:d5bb30ae-e63e-41a0-a083-a50941bf90aa,2,2,0.000697,2,2,2,1
/catalog/view/doi:10.18739/A2D50FZ30,2,2,0.000696,2,2,2,1
/catalog/view/doi:10.18739/A2H70814X,2,2,0.000696,2,2,2,1
/catalog/view/doi:10.18739/A21Z51,2,2,0.000696,2,2,2,1
/catalog/view/urn:uuid:940a3ba0-a55c-432e-8670-d46ad6ee078c,2,2,0.000695,2,2,2,1
/catalog/view/doi:10.18739/A22N4ZJ6H,2,2,0.000695,2,2,2,1
/catalog/view/dcx_c45f133c-8eab-4891-9c70-f09d9210f3e8_2,2,2,0.000695,2,2,2,1
/catalog/view/doi:10.18739/A21G0HT84,2,1,0.000694,3,3,1,0
/catalog/view/doi:10.5065/D6V40SMN,2,2,0.000694,2,2,2,1
/catalog/view/doi:10.18739/A2DZ03272,2,2,0.000693,2,2,2,1
/catalog/view/doi:10.18739/A2RV0D16X,2,2,0.000693,2,2,2,1
/catalog/view/doi:10.18739/A28W3832C,2,2,0.000693,2,2,2,1
/catalog/view/doi:10.18739/A25T3G10C,2,2,0.000692,2,2,2,1
/catalog/view/doi:10.5065/D6XG9PB9,2,2,0.000692,2,2,2,1
/catalog/view/urn:uuid:1c7d8a38-5898-4109-9852-d3c1ec9fde8b,2,2,0.000692,2,2,2,1
/catalog/view/doi:10.18739/A2MC8RG7B,2,1,0.000691,2,2,1,1
/catalog/view/doi:10.18739/A2ZS2KD6V,2,2,0.000691,2,2,2,1
/catalog/view/doi:10.18739/A2901ZG5M,2,2,0.000691,2,2,2,1
/catalog/view/doi:10.18739/A2WD3Q25H,2,2,0.00069,2,2,2,1
/catalog/view/doi:10.18739/A2WM13V08,2,2,0.00069,2,2,2,1
/catalog/view/doi:10.18739/A2Z60C319,2,2,0.00069,2,2,2,1
/catalog/view/doi:10.18739/A24Q7QQ9R,2,2,0.000689,2,2,2,1
/catalog/view/doi:10.5065/D6R78CCP,2,2,0.000689,2,2,2,1
/catalog/view/doi:10.5065/D6X0656B,2,2,0.000689,2,2,2,1
/catalog/view/doi:10.5065/D69W0CNR,2,2,0.000688,2,2,2,1
/catalog/view/doi:10.18739/A25717P1V,2,2,0.000688,2,2,2,1
/catalog/view/doi:10.18739/A2Q52FD4V,2,2,0.000687,2,2,2,1
/catalog/view/doi:10.18739/A2XW47W9X,2,2,0.000687,2,2,2,1
/catalog/view/doi:10.18739/A2HQ3S04N,2,2,0.000687,2,2,2,1
/catalog/view/doi:10.18739/A26M3345T,2,2,0.000686,2,2,2,1
/catalog/view/resource_map_urn:uuid:4a7f961e-9a6b-48a4-b87d-f5fccc5bbf9e,2,2,0.000686,6,4,1,0
/catalog/view/dcx_517c5be1-7833-43c3-8cb6-91d752c7968b_2,2,2,0.000686,2,2,2,1
/catalog/view/urn:uuid:824bd068-427e-4c22-b32d-0a157a6a6157.,2,2,0.000685,2,2,2,1
/catalog/view/doi:10.18739/A2513TW6P,2,2,0.000685,2,2,2,1
/catalog/view/doi:10.18739/A25Q4RM2M,2,1,0.000685,3,3,1,0
/catalog/view/doi:10.18739/A2X09Z,2,2,0.000684,2,2,2,1
/catalog/view/doi:10.18739/A2CN6Z06W,2,2,0.000684,2,2,2,1
/catalog/view/doi:10.18739/A26W9692W,2,2,0.000684,2,2,2,1
/catalog/view/urn:uuid:350e9e7f-824d-4aa9-b29e-71584edc9ed5,2,2,0.000683,2,2,2,1
/catalog/view/doi:10.18739/A2R49G951,2,2,0.000683,2,2,2,1
/catalog/view/doi:10.18739/A28911R3V,2,2,0.000683,2,2,2,1
/catalog/view/dcx_425fe81e-d11f-4686-9b79-3b343ce63765_2,2,2,0.000682,2,2,2,1
/catalog/view/doi:10.18739/A2NK3656P,2,2,0.000682,2,2,2,1
/catalog/view/doi:10.18739/A2QF8JK5V,2,2,0.000682,2,2,2,1
/catalog/view/dcx_d50678dc-acd0-40f9-bf0f-18b9488bb8d2_2,2,2,0.000681,2,2,2,1
/catalog/view/dcx_51695860-34d5-43fb-bfce-06cb534a0611_2,2,2,0.000681,2,2,2,1
/catalog/view/urn:uuid:29778770-a18b-47ae-861e-1635f76071f5,2,1,0.000681,6,3,1,1
/catalog/view/urn:uuid:6b1ba211-bb27-41e8-aa20-592b8416f406,2,1,0.00068,9,3,1,0
/catalog/view/doi:10.18739/A2FF3M07N,2,2,0.00068,2,2,2,1
/catalog/view/doi:10.18739/A2J96097X,2,2,0.00068,2,2,2,1
/catalog/view/doi:10.18739/A2W950P06,2,2,0.000679,2,2,2,1
/catalog/view/doi:10.18739/A2DZ0328J,2,2,0.000679,2,2,2,1
/catalog/view/doi:10.18739/A2154DQ1K,2,2,0.000679,2,2,2,1
/catalog/view/doi:10.18739/A2F24D,2,2,0.000678,2,2,2,1
/catalog/view/doi:10.18739/A2ZP3W141,2,2,0.000678,2,2,2,1
/catalog/view/doi:10.18739/A29S1KK98,2,2,0.000678,2,2,2,1
/catalog/view/urn:uuid:a836ab98-c266-4f7d-98ff-79cd7382ea33,2,0,0.000677,2,2,0,null
/catalog/view/doi:10.18739/A21J9776B,2,0,0.000677,5,5,0,null
/catalog/view/doi:10.18739/A2N29P70K,2,2,0.000677,2,2,2,1
/catalog/view/doi:10.18739/A2G44HR4D,2,2,0.000676,2,2,2,1
/catalog/view/doi:10.18739/A2VH5CJ54,2,2,0.000676,2,2,2,1
/catalog/view/dcx_bf54dbed-6fa5-4e57-b291-a127389b46da_2,2,2,0.000676,2,2,2,1
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/555/4,2,2,0.000675,2,2,2,1
/catalog/view/doi:10.18739/A2JQ0SV9F,2,2,0.000675,2,2,2,1
/catalog/view/doi:10.5065/D6CN723Q,2,2,0.000675,2,2,2,1
/catalog/view/dcx_8b7b3837-a91d-43a4-88cf-2a765c5397f8_2,2,2,0.000675,2,2,2,1
/catalog/view/doi:10.18739/A26Q1SH59,2,2,0.000674,2,2,2,1
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20036/8,2,2,0.000674,2,2,2,1
/catalog/view/dcx_7c4283da-4664-4e01-8635-d92ad1dd7092_2,2,2,0.000674,2,2,2,1
/catalog/view/dcx_b1c8846c-f004-40a2-b4d8-09be16724971_2,2,2,0.000673,2,2,2,1
/catalog/view/doi:10.18739/A2QJ77Z66,2,2,0.000673,2,2,2,1
/catalog/view/doi:10.18739/A2V11VM02,2,2,0.000673,2,2,2,1
/catalog/view/doi:10.18739/A2N87306M,2,2,0.000672,2,2,2,1
/catalog/view/dcx_241420cf-6431-4472-880c-12fa3a8e3e14_2,2,2,0.000672,2,2,2,1
/catalog/view/doi:10.18739/A26W9694V,2,2,0.000672,2,2,2,1
/catalog/view/urn:uuid:551c5aef-c68e-4a8f-80b6-c0ef5c0c07f0,2,2,0.000671,2,2,2,1
/catalog/view/urn:uuid:5bddc0e8-95ea-45f8-b60d-89c767e7a564,2,2,0.000671,2,2,2,1
/catalog/view/doi:10.18739/A2QR4NR10,2,2,0.000671,2,2,2,1
/catalog/view/doi:10.18739/A2K649T5X,2,2,0.00067,2,2,2,1
/catalog/view/doi:10.5065/D6MK6B8C,2,2,0.00067,2,2,2,1
/catalog/view/doi:10.18739/A2R20RX1C,2,2,0.00067,2,2,2,1
/catalog/view/doi:10.18739/A2NC5SC9J,2,2,0.00067,2,2,2,1
/catalog/view/doi:10.18739/A2V11VM3H,2,2,0.000669,2,2,2,1
/catalog/view/urn:uuid:19fef645-be5d-42ef-b050-4ec8c2fdf034,2,2,0.000669,2,2,2,1
/catalog/view/doi:10.18739/A20Z70X31,2,2,0.000669,2,2,2,1
/catalog/view/doi:10.18739/A2WP9T70M,2,2,0.000668,2,2,2,1
/catalog/view/doi:10.18739/A2QZ22J03,2,2,0.000668,2,2,2,1
/catalog/view/doi:10.18739/A23775W0W,2,2,0.000668,2,2,2,1
/catalog/view/urn:uuid:62c12563-d745-4140-9111-295844cabb80,2,2,0.000667,2,2,2,1
/catalog/view/doi:10.18739/A2CF9J71Q,2,2,0.000667,2,2,2,1
/catalog/view/doi:10.18739/A2183435S,2,2,0.000667,2,2,2,1
/catalog/view/urn:uuid:b7b124f3-7f7a-464a-8994-1b61fe90f42b,2,2,0.000666,2,2,2,1
/catalog/view/doi:10.18739/A2WS8HM5W,2,2,0.000666,2,2,2,1
/catalog/view/doi:10.18739/A24T6F372,2,2,0.000666,2,2,2,1
/catalog/view/doi:10.18739/A2HD7NT1Q,2,2,0.000666,2,2,2,1
/catalog/view/doi:10.18739/A2FF3M084,2,2,0.000665,2,2,2,1
/catalog/view/urn:uuid:0560fc87-d3eb-4dee-af77-e0d8c607fb96,2,2,0.000665,2,2,2,1
/catalog/view/doi:10.18739/A2KK94C85,2,2,0.000665,2,2,2,1
/catalog/view/doi:10.18739/A2J96099W,2,2,0.000664,2,2,2,1
/catalog/view/doi:10.18739/A2KW57K0T,2,2,0.000664,2,2,2,1
/catalog/view/urn:uuid:369715ad-8506-425d-a463-bbc64a1128cf,2,2,0.000664,2,2,2,1
/catalog/view/dcx_f4562e5e-3481-4116-8105-8061add3121c_2,2,2,0.000664,2,2,2,1
/catalog/view/doi:10.18739/A2NG4GS7W,2,2,0.000663,2,2,2,1
/catalog/view/doi:10.18739/A2BN9X36N,2,2,0.000663,2,2,2,1
/catalog/view/doi:10.18739/A2DJ58H29,2,2,0.000663,2,2,2,1
/catalog/view/doi:10.18739/A2804XK5C,2,2,0.000662,2,2,2,1
/catalog/view/dcx_0487914d-e1d1-4295-8e35-d592271d87a8_2,2,2,0.000662,2,2,2,1
/catalog/view/urn:uuid:70d48f56-8eed-4630-bf13-b548a5a3f7f5,2,0,0.000662,2,2,0,null
/catalog/view/urn:uuid:f2738715-45e3-453b-ad4d-f7c0e095a0b8,2,0,0.000661,2,2,0,null
/catalog/view/doi:10.18739/A2SN0149D,2,2,0.000661,2,2,2,1
/catalog/view/doi:10.18739/A2V698C6J,2,2,0.000661,2,2,2,1
/catalog/view/doi:10.5065/D6ZK5DVJ,2,2,0.000661,2,2,2,1
/catalog/view/dcx_49d50f9c-4258-4b9e-9788-0fe84bc16542_2,2,2,0.00066,2,2,2,1
/catalog/view/doi:10.5065/D6RN361C,2,2,0.00066,2,2,2,1
/catalog/view/doi:10.18739/A2Z02Z894,2,2,0.00066,2,2,2,1
/catalog/view/urn:uuid:2de0151a-b9c4-4a7e-8b09-e3f0ceaf60af,2,2,0.000659,2,2,2,1
/catalog/view/urn:uuid:f160c2b0-7e3c-4cde-bf40-1f77360f25c8,2,2,0.000659,2,2,2,1
/catalog/view/doi:10.18739/A20Z70X50,2,2,0.000659,2,2,2,1
/catalog/view/doi:10.18739/A2FT8DK3J,2,2,0.000659,2,2,2,1
/catalog/view/doi:10.5065/D6T43R74,2,2,0.000658,2,2,2,1
/catalog/view/doi:10.18739/A23F4KN90,2,2,0.000658,2,2,2,1
/catalog/view/doi:10.18739/A26T0GX1P,2,2,0.000658,2,2,2,1
/catalog/view/urn:uuid:222a763d-abc2-4def-9615-554c879817ed,2,2,0.000657,2,2,2,1
/catalog/view/doi:10.18739/A2QT0Z,2,2,0.000657,2,2,2,1
/catalog/view/doi:10.18739/A2542J89D,2,2,0.000657,2,2,2,1
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/575/7,2,2,0.000657,2,2,2,1
/catalog/view/doi:10.18739/A22B8VC8D,2,2,0.000656,2,2,2,1
/catalog/view/doi:10.5065/D6FN14B1,2,2,0.000656,2,2,2,1
/catalog/view/doi:10.18739/A2N00ZV0V,2,2,0.000656,2,2,2,1
/catalog/view/doi:10.18739/A2VQ2SB1D,2,2,0.000655,2,2,2,1
/catalog/view/urn:uuid:e251d3d9-7b4d-4659-aa47-f433690b69b6,2,0,0.000655,3,2,0,null
/catalog/view/doi:10.5065/D6ZP449Q,2,2,0.000655,2,2,2,1
/catalog/view/doi:10.18739/A2TT4FT9W,2,2,0.000655,2,2,2,1
/catalog/view/dcx_9dc0e465-7ab7-4912-82ea-b17d314a10de_2,2,2,0.000654,2,2,2,1
/catalog/view/doi:10.18739/A2R49G96H,2,2,0.000654,2,2,2,1
/catalog/view/dcx_e2be99df-4cde-4993-bf42-3e45f67c443d_2,2,2,0.000654,2,2,2,1
/catalog/view/urn:uuid:3c7d8c55-d11e-4cca-86cf-a17118ea396c,2,2,0.000654,2,2,2,1
/catalog/view/urn:uuid:04cfc556-aee1-42e3-95d4-e7fbcdb7d47f.,2,2,0.000653,2,2,2,1
/catalog/view/doi:10.18739/A2707WP54,2,2,0.000653,2,2,2,1
/catalog/view/doi:10.5065/D69K48CB,2,2,0.000653,2,2,2,1
/catalog/view/doi:10.18739/A28S4JQ1M,2,2,0.000652,2,2,2,1
/catalog/view/dcx_f13013ce-087e-491c-84d0-d0dc1fc03cc7_2,2,2,0.000652,2,2,2,1
/catalog/view/doi:10.5065/D6765CHB,2,2,0.000652,2,2,2,1
/catalog/view/doi:10.18739/A2M32NB1C,2,2,0.000652,2,2,2,1
/catalog/view/doi:10.18739/A2MW28F70,2,2,0.000651,2,2,2,1
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/563/4,2,2,0.000651,2,2,2,1
/catalog/view/urn:uuid:33064c60-04cd-405c-ad63-c502be7dd186,2,2,0.000651,2,2,2,1
/catalog/view/doi:10.18739/A2057CS7S,2,2,0.000651,2,2,2,1
/catalog/view/dcx_9bca9004-58a2-4f88-8356-c03a2fb754b0_2,2,2,0.00065,2,2,2,1
/catalog/view/doi:10.18739/A22V2CB1P,2,2,0.00065,2,2,2,1
/catalog/view/dcx_9152fd68-42ec-45eb-baa1-7ef68d2be57d_2,2,2,0.00065,2,2,2,1
