Page,Users,Sessions,Users % of Total,Pageviews,Unique Pageviews,Entrances,Bounce Rate
/catalog/view/doi:10.18739/A22R8D,2,2,0.000557,2,2,2,1
/catalog/view/doi:10.5065/D6QJ7FHQ,2,2,0.000557,2,2,2,1
/catalog/view/doi:10.18739/A27W67643,2,2,0.000557,2,2,2,1
/catalog/view/doi:10.18739/A20000132,2,2,0.000557,2,2,2,1
/catalog/view/doi:10.22008/promice/data/aws,2,1,0.000556,2,2,1,1
/catalog/view/doi:10.18739/A2S17SS9G,2,2,0.000556,2,2,2,1
/catalog/view/urn:uuid:49ab1e28-b6b3-400e-9778-cc02b30d7333,2,2,0.000556,2,2,2,1
/catalog/view/doi:10.18739/A2N87308K,2,2,0.000556,2,2,2,1
/catalog/view/doi:10.18739/A22Z12Q6Z,2,2,0.000556,2,2,2,1
/catalog/view/dcx_0550025a-0907-4477-9b83-9e932d7e6890_2,2,2,0.000556,2,2,2,1
/catalog/view/doi:10.18739/A2GH9B946,2,2,0.000556,2,2,2,1
/catalog/view/doi:10.18739/A2NP1WJ9M,2,2,0.000556,2,2,2,1
/catalog/view/doi:10.18739/A2X921K0F,2,2,0.000556,2,2,2,1
/catalog/view/doi:10.18739/A2794Z,2,2,0.000555,2,2,2,1
/catalog/view/doi:10.18739/A2TX35676,2,2,0.000555,2,2,2,1
/catalog/view/doi:10.18739/A2WH4X,2,2,0.000555,2,2,2,1
/catalog/view/doi:10.5065/D6G15Z1J,2,2,0.000555,2,2,2,1
/catalog/view/doi:10.5065/D6RR1WF9,2,2,0.000555,2,2,2,1
/catalog/view/doi:10.18739/A22Q2S,2,2,0.000555,2,2,2,1
/catalog/view/doi:10.5065/D6HD7SQ9,2,2,0.000555,2,2,2,1
/catalog/view/doi:10.18739/A2FJ29D50,2,2,0.000555,2,2,2,1
/catalog/view/doi:10.18739/A21676,2,2,0.000555,2,2,2,1
/catalog/view/doi:10.18739/A23B5W84Q,2,2,0.000554,2,2,2,1
/catalog/view/doi:10.18739/A21N7XN49,2,2,0.000554,2,2,2,1
/catalog/view/doi:10.18739/A2QV3C44Q,2,2,0.000554,2,2,2,1
/catalog/view/doi:10.18739/A2833N00P,2,2,0.000554,2,2,2,1
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-ble/1/7,2,2,0.000554,2,2,2,1
/catalog/view/doi:10.18739/A2N58CM89,2,2,0.000554,2,2,2,1
/catalog/view/doi:10.18739/A2V244,2,2,0.000554,2,2,2,1
/catalog/view/doi:10.18739/A23X83M55,2,2,0.000554,2,2,2,1
/catalog/view/doi:10.5065/D6ST7MXJ,2,2,0.000554,2,2,2,1
/catalog/view/doi:10.18739/A2DR2P89F,2,2,0.000553,2,2,2,1
/catalog/view/doi:10.18739/A2J09W52H,2,2,0.000553,2,2,2,1
/catalog/view/doi:10.18739/A28C9R474,2,2,0.000553,2,2,2,1
/catalog/view/doi:10.18739/A2F09M,2,2,0.000553,2,2,2,1
/catalog/view/urn:uuid:abbd8060-f078-4a33-9115-74de34a30e28,2,2,0.000553,2,2,2,1
/catalog/view/doi:10.18739/A27940V43,2,2,0.000553,2,2,2,1
/catalog/view/urn:uuid:b74748c3-fcc7-490f-8ca7-498262cc347d,2,2,0.000553,2,2,2,1
/catalog/view/doi:10.18739/A2K35MF2M,2,2,0.000553,2,2,2,1
/catalog/view/doi:10.18739/A2G821,2,2,0.000553,2,2,2,1
/catalog/view/doi:10.18739/A2NC5SD0N,2,2,0.000552,2,2,2,1
/catalog/view/urn:uuid:b3ea123e-9e62-4a1c-a401-fe021cbd5922,2,0,0.000552,7,2,0,null
/catalog/view/doi:10.18739/A2VD6P56R,2,2,0.000552,2,2,2,1
/catalog/view/doi:10.18739/A27M0414K,2,2,0.000552,2,2,2,1
/catalog/view/doi:10.18739/A2WR63,2,2,0.000552,2,2,2,1
/catalog/view/urn:uuid:92796d5c-bf70-4822-9a36-e3730f8ac193,2,2,0.000552,2,2,2,1
/catalog/view/urn:uuid:c009ea15-a55c-4a08-8650-56bb2c90109f,2,2,0.000552,2,2,2,1
/catalog/view/doi:10.18739/A2804XK6V,2,2,0.000552,2,2,2,1
/catalog/view/doi:10.18739/A27H1DN0C,2,2,0.000552,2,2,2,0.5
/catalog/view/doi:10.18739/A2WD3Q222,2,2,0.000551,2,2,2,1
/catalog/view/doi:10.18739/A27S7HS89,2,2,0.000551,2,2,2,1
/catalog/view/doi:10.18739/A2513TW8N,2,2,0.000551,2,2,2,1
/catalog/view/urn:uuid:f66b20cf-ce8e-44c0-8dd4-96010b30afa7,2,2,0.000551,2,2,2,1
/catalog/view/doi:10.5065/D66D5R2T,2,2,0.000551,2,2,2,1
/catalog/view/doi:10.18739/A2PZ51M88,2,2,0.000551,2,2,2,1
/catalog/view/dcx_c233cc42-26b7-4bef-8611-937f9333c673_2,2,2,0.000551,2,2,2,1
/catalog/view/doi:10.18739/A2251FK97,2,2,0.000551,2,2,2,1
/catalog/view/doi:10.18739/A2RF5KG53,2,2,0.000551,2,2,2,1
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20114/1,2,2,0.00055,2,2,2,1
/catalog/view/doi:10.5065/D6902243,2,2,0.00055,2,2,2,1
/catalog/view/doi:10.18739/A2Z892F91,2,2,0.00055,2,2,2,1
/catalog/view/doi:10.5065/D6CR5RHN,2,2,0.00055,2,2,2,1
/catalog/view/doi:10.18739/A21R6N152,2,2,0.00055,2,2,2,1
/catalog/view/doi:10.18739/A20G3GZ9T,2,2,0.00055,2,2,2,1
/catalog/view/urn:uuid:934dcc21-f2c0-41a6-90e8-6db53b7aea10,2,2,0.00055,2,2,2,1
/catalog/view/doi:10.18739/A2Q23R121,2,2,0.00055,2,2,2,1
/catalog/view/doi:10.18739/A26D5PB76,2,2,0.00055,2,2,2,1
/catalog/view/doi:10.18739/A2451H,2,2,0.00055,2,2,2,1
/catalog/view/doi:10.18739/A2X34MS58,2,2,0.000549,2,2,2,1
/catalog/view/urn:uuid:5041f78b-a7e7-4282-b0b4-2d04221c5f23,2,2,0.000549,2,2,2,1
/catalog/view/doi:10.18739/A2SM28,2,2,0.000549,2,2,2,1
/catalog/submit/doi:10.18739/A25H7BV1C,2,1,0.000549,2,2,1,1
/catalog/view/doi:10.18739/A2HT2GC50,2,2,0.000549,2,2,2,1
/catalog/view/doi:10.18739/A2TM72193,2,2,0.000549,2,2,2,1
/catalog/view/doi:10.5065/D6NS0S1Q,2,2,0.000549,2,2,2,1
/catalog/view/doi:10.18739/A2BG2HB0J,2,2,0.000549,2,2,2,1
/catalog/view/doi:10.18739/A2RB6W338,2,2,0.000549,2,2,2,1
/catalog/view/dcx_05ca6e56-3044-4aa4-8f17-f89d9919e978_2,2,2,0.000548,2,2,2,1
/catalog/view/doi:10.18739/A2VT1GQ37,2,2,0.000548,2,2,2,1
/catalog/view/urn:uuid:224487d3-fde3-4315-87cc-2252dfc65b38,2,2,0.000548,2,2,2,1
/catalog/view/doi:10.5065/D6J67F1F,2,2,0.000548,2,2,2,1
/catalog/view/doi:10.18739/A2SB3X03H,2,2,0.000548,2,2,2,1
/catalog/view/urn:uuid:c6feebc4-d822-49a2-860d-32bd808e02f3,2,2,0.000548,2,2,2,1
/catalog/view/urn:uuid:e0652feb-9780-4b84-9bf3-80085fd18647,2,2,0.000548,2,2,2,1
/catalog/view/doi:10.18739/A2CN6Z05D,2,2,0.000548,2,2,2,1
/catalog/view/urn:uuid:6210c6df-66bd-4539-9c01-d42b6c6d30a5,2,2,0.000548,2,2,2,1
/catalog/view/doi:10.18739/A27D2Q79D,2,2,0.000548,2,2,2,1
/catalog/view/doi:10.5065/D60C4SZ9,2,2,0.000547,2,2,2,1
/catalog/view/dcx_6ac5abe5-d25d-4ade-b300-5fcb41addaeb_2,2,2,0.000547,2,2,2,1
/catalog/view/urn:uuid:d965508c-1e9c-4a07-ae31-d8d29016be52,2,2,0.000547,2,2,2,1
/catalog/view/urn:uuid:03c7592f-cb73-45ee-bedb-15f739ce7080,2,0,0.000547,3,3,0,null
/catalog/view/doi:10.18739/A2639K625,2,2,0.000547,2,2,2,1
/catalog/view/doi:10.18739/A25V6M,2,2,0.000547,2,2,2,1
/catalog/view/doi:10.18739/A2BC3SX95,2,2,0.000547,2,2,2,1
/catalog/view/doi:10.18739/A20000113,2,2,0.000547,2,2,2,1
/catalog/view/doi:10.18739/A2930NW0H,2,2,0.000547,2,2,2,1
/catalog/view/doi:10.18739/A22F7JR88,2,2,0.000547,2,2,2,1
/catalog/view/doi:10.18739/A2WH2DF5C,2,2,0.000546,2,2,2,1
/catalog/view/doi:10.18739/A2DV1CP5T,2,2,0.000546,2,2,2,1
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/553/7,2,2,0.000546,2,2,2,1
/catalog/view/doi:10.18739/A2P26Q457,2,2,0.000546,2,2,2,1
/catalog/view/doi:10.18739/A2125Q96P,2,2,0.000546,2,2,2,0.5
/catalog/view/doi:10.18739/A2H70816W,2,2,0.000546,2,2,2,1
/catalog/view/doi:10.18739/A2154DP71,2,2,0.000546,2,2,2,1
/catalog/view/doi:10.18739/A27P8TD9X,2,2,0.000546,2,2,2,1
/catalog/view/doi:10.18739/A2GG1Q,2,2,0.000546,2,2,2,1
/catalog/view/dcx_1bbb9d6c-9f94-4a15-9696-02ae94a0454d_2,2,2,0.000546,2,2,2,1
/catalog/view/urn:uuid:f7dbb574-74dd-47db-b9df-dd1f95d9e98d,2,2,0.000545,2,2,2,1
/catalog/view/doi:10.18739/A2WG1F,2,2,0.000545,2,2,2,1
/catalog/view/doi:10.18739/A26M3340D,2,2,0.000545,2,2,2,0.5
/catalog/view/doi:10.18739/A20C4SK6H,2,2,0.000545,2,2,2,1
/catalog/view/doi:10.18739/A2959C845,2,2,0.000545,2,2,2,1
/catalog/view/doi:10.18739/A2M25B,2,2,0.000545,2,2,2,1
/catalog/view/doi:10.18739/A2ZZ5D,2,2,0.000545,2,2,2,1
/catalog/view/doi:10.18739/A2Z892G04,2,2,0.000545,2,2,2,1
/catalog/view/doi:10.5065/D6BG2M4V,2,2,0.000545,2,2,2,1
/catalog/view/doi:10.18739/A2CJ9H,2,2,0.000545,2,2,2,1
/catalog/view/urn:uuid:2bb7d72f-6812-4de6-b0b2-0415df1515ac,2,2,0.000544,2,2,2,1
/catalog/view/doi:10.5065/D6FJ2DZR,2,2,0.000544,2,2,2,1
/catalog/view/urn:uuid:f5d34357-49cb-42f5-b5d4-95e3cf90f872,2,2,0.000544,2,2,2,1
/catalog/view/doi:10.18739/A2H70813F,2,2,0.000544,2,2,2,1
/catalog/view/doi:10.18739/A2N29P731,2,2,0.000544,2,2,2,1
/catalog/view/dcx_633c8c16-97da-4d72-99c5-722b18394c2b_2,2,2,0.000544,2,2,2,1
/catalog/view/urn:uuid:f623a3d4-b905-4320-a94b-b38c538da372,2,2,0.000544,2,2,2,1
/catalog/view/dcx_0f7a5740-df94-487c-b1c2-f9ecfc235f79_2,2,2,0.000544,2,2,2,1
/catalog/view/doi:10.18739/A2XG9FB6J,2,2,0.000544,2,2,2,1
/catalog/view/doi:10.18739/A2TH8BN6C,2,2,0.000544,2,2,2,1
/catalog/view/doi:10.18739/A2ZP3W13J,2,2,0.000543,2,2,2,1
/catalog/view/doi:10.5065/D6319T2F,2,2,0.000543,2,2,2,1
/catalog/view/doi:10.5065/D6V40SCH,2,2,0.000543,2,2,2,1
/catalog/view/doi:10.18739/A28P5V96Q,2,2,0.000543,2,2,2,1
/catalog/view/doi:10.18739/A2SR8X,2,2,0.000543,2,2,2,1
/catalog/view/doi:10.18739/A2K38H,2,2,0.000543,2,2,2,1
/catalog/view/doi:10.18739/A2Z60C287,2,2,0.000543,2,2,2,1
/catalog/view/doi:10.18739/A2H98ZD79,2,2,0.000543,2,2,2,1
/catalog/view/doi:10.18739/A2QJ77Z7P,2,2,0.000543,2,2,2,1
/catalog/view/doi:10.5065/D64Q7SCH,2,2,0.000543,2,2,2,1
/catalog/view/doi:10.5065/D62B8W2P,2,2,0.000542,2,2,2,1
/catalog/view/doi:10.18739/A2QJ77Z9N,2,2,0.000542,2,2,2,1
/catalog/view/doi:10.5065/D6X34VNQ,2,2,0.000542,2,2,2,1
/catalog/view/doi:10.18739/A27H1DN1V,2,2,0.000542,2,2,2,1
/catalog/view/doi:10.18739/A2HD7NT45,2,2,0.000542,2,2,2,1
/catalog/view/urn:uuid:c2abc7f5-99ce-44b6-b26d-8339f8027529,2,2,0.000542,4,4,2,0.5
/catalog/view/doi:10.18739/A2XK84R0Z,2,2,0.000542,2,2,2,1
/catalog/view/doi:10.18739/A2RF5KF5N,2,2,0.000542,3,2,2,0.5
/catalog/view/dcx_d030cf8a-90c4-49ce-bbc5-b9808b9a5eb6_2,2,2,0.000542,2,2,2,1
/catalog/view/urn:uuid:b2d6bb03-e631-40f5-950f-6194e760d910,2,2,0.000542,2,2,2,1
/catalog/view/doi:10.18739/A2MZ59,2,2,0.000541,2,2,2,1
/catalog/view/doi:10.18739/A2G44HR5W,2,2,0.000541,2,2,2,1
/catalog/view/doi:10.18739/A2FQ9Q58N,2,2,0.000541,2,2,2,1
/catalog/view/doi:10.18739/A2ZP3W122,2,2,0.000541,2,2,2,1
/catalog/view/urn:uuid:6ed865aa-c88c-4096-98a6-fabab0a8ced9,2,2,0.000541,2,2,2,1
/catalog/view/doi:10.18739/A2Z31NP7G,2,2,0.000541,2,2,2,1
/catalog/view/urn:uuid:12d56a83-b556-4dd6-991f-12bb0ea894fe,2,2,0.000541,2,2,2,1
/catalog/view/doi:10.18739/A2D53R,2,2,0.000541,2,2,2,1
/catalog/view/doi:10.18739/A23T9D72V,2,1,0.000541,2,2,1,1
/catalog/view/urn:uuid:22462708-8d38-49cb-b9df-6e55485ffcd1,2,2,0.000541,2,2,2,1
/catalog/view/dcx_e0408d75-adc5-441a-a802-6ecf6669f25e_2,2,2,0.000541,2,2,2,1
/catalog/view/doi:10.18739/A2J96098D,2,2,0.00054,2,2,2,1
/catalog/view/urn:uuid:ecafbebc-5487-47f1-8e68-714f4862ca19,2,1,0.00054,5,5,1,1
/catalog/view/doi:10.18739/A25T3G08S,2,2,0.00054,2,2,2,1
/catalog/view/doi:10.18739/A2BN9X406,2,2,0.00054,2,2,2,1
/catalog/view/doi:10.18739/A2CF9J73P,2,2,0.00054,2,2,2,1
/catalog/view/urn:uuid:5f66b52c-4eab-4871-87ab-aa3946a1837b,2,2,0.00054,2,2,2,1
/catalog/view/doi:10.18739/A22N4ZJ4J,2,2,0.00054,2,2,2,1
/catalog/view/doi:10.18739/A2GM3V,2,2,0.00054,2,2,2,1
/catalog/view/urn:uuid:bee4eb8f-1dbd-4928-a8ba-a8dbcfb18a44,2,2,0.00054,2,2,2,1
/catalog/view/doi:10.18739/A2CZ3259S,2,2,0.00054,2,2,2,1
/catalog/view/doi:10.5065/D6QZ284Z,2,2,0.00054,2,2,2,1
/catalog/view/doi:10.18739/A22B9N,2,2,0.000539,2,2,2,1
/catalog/view/doi:10.18739/A2XW47X20,2,2,0.000539,2,2,2,1
/catalog/view/doi:10.18739/A23B5W856,2,2,0.000539,2,2,2,1
/catalog/view/doi:10.18739/A21G0HW05,2,2,0.000539,2,2,2,1
/catalog/view/doi:10.18739/A2RR1PN0R,2,2,0.000539,2,2,2,1
/catalog/view/urn:uuid:6bd37e8a-4787-4f27-9114-b7ff62b020c1.,2,2,0.000539,2,2,2,1
/catalog/view/urn:uuid:d7ca6f59-984a-49a7-839e-0f0b246d466f,2,2,0.000539,2,2,2,1
/catalog/view/doi:10.18739/A2SQ8QJ4C,2,2,0.000539,2,2,2,1
/catalog/view/doi:10.18739/A2SN0150H,2,2,0.000539,2,2,2,1
/catalog/view/dcx_3aee81c6-1609-457b-9f4e-88f655671208_2,2,2,0.000539,2,2,2,1
/catalog/view/doi:10.5065/D6X34VTZ,2,2,0.000538,2,2,2,1
/catalog/view/doi:10.18739/A2M90237D,2,2,0.000538,2,2,2,1
/catalog/view/urn:uuid:e80cb387-679e-488c-ada2-6653710581ce,2,1,0.000538,2,2,1,1
/catalog/view/doi:10.18739/A2F76676D,2,2,0.000538,2,2,2,1
/catalog/view/doi:10.18739/A26W9695B,2,2,0.000538,2,2,2,1
/catalog/view/urn:uuid:e701d21e-537d-4578-aff9-70d897a44257,2,2,0.000538,2,2,2,1
/catalog/view/doi:10.18739/A2222R64Z,2,2,0.000538,2,2,2,1
/catalog/data/query=Beaufort Lagoon Ecosystems LTER,2,4,0.000538,10,4,3,0
/catalog/view/doi:10.18739/A25X25D45,2,2,0.000538,2,2,2,1
/catalog/view/doi:10.18739/A2WH2DF7B,2,2,0.000538,2,2,2,1
/catalog/view/dcx_6f190841-383a-4da7-8cae-c2deade50f6c_2,2,2,0.000538,2,2,2,1
/catalog/view/doi:10.18739/A2GQ14,2,2,0.000537,2,2,2,1
/catalog/view/urn:uuid:d9aaac33-178f-4e49-a8e7-1c84137cdbe5,2,2,0.000537,2,2,2,1
/catalog/view/dcx_1023c04b-9972-4f2d-8c50-b2c264b9f7bb_2,2,2,0.000537,2,2,2,1
/catalog/view/doi:10.18739/A2XK84R1F,2,2,0.000537,2,2,2,1
/catalog/view/doi:10.18739/A2ZM2T,2,2,0.000537,2,2,2,1
/catalog/view/dcx_cff8ae83-7cc6-4342-b319-b2d3635d46ce_2,2,2,0.000537,2,2,2,1
/catalog/view/doi:10.18739/A21R6N190,2,2,0.000537,2,2,2,1
/catalog/view/doi:10.18739/A2B853J5R,2,2,0.000537,2,2,2,1
/catalog/view/dcx_b31abfb2-2593-4e58-a17d-8b6c9408e715_0,2,2,0.000537,2,2,2,1
/catalog/view/urn:uuid:81105b9b-6933-4a38-aa4f-02968a38c754,2,2,0.000537,2,2,2,1
/catalog/view/doi:10.18739/A24B2X54Z,2,2,0.000537,2,2,2,1
/catalog/view/doi:10.18739/A2BV79W5B,2,2,0.000536,2,2,2,1
/catalog/view/doi:10.18739/A2HH6C64F,2,2,0.000536,2,2,2,1
/catalog/view/doi:10.18739/A2C53F24N,2,2,0.000536,2,2,2,1
/catalog/view/doi:10.18739/A23T9D71C,2,2,0.000536,2,2,2,1
/catalog/view/dcx_f63d0f6c-7d53-46ce-b755-42a368007601_2,2,2,0.000536,2,2,2,1
/catalog/view/doi:10.18739/A28G8FJ02,2,2,0.000536,2,2,2,1
/catalog/view/doi:10.18739/A2959C83P,2,2,0.000536,2,2,2,1
/catalog/view/doi:10.18739/A26Q1SH78,2,2,0.000536,2,2,2,1
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/559/4,2,2,0.000536,2,2,2,1
/catalog/submit/urn:uuid:6ca69ee9-00e1-4c99-a0de-722d1b20cabf,2,0,0.000536,6,3,0,null
/catalog/view/doi:10.18739/A2D21RK2N,2,2,0.000536,2,2,2,1
/catalog/view/doi:10.18739/A22F7JR69,2,2,0.000535,2,2,2,1
/catalog/view/doi:10.18739/A2JT25,2,2,0.000535,2,2,2,1
/catalog/view/doi:10.18739/A2KK94C9N,2,2,0.000535,2,2,2,1
/catalog/view/doi:10.5065/D6ZK5F33,2,2,0.000535,2,2,2,1
/catalog/view/doi:10.18739/A20863642,2,2,0.000535,2,2,2,1
/catalog/view/doi:10.18739/A2MC8RG8T,2,2,0.000535,2,2,2,1
/catalog/view/doi:10.18739/A2SX6496G,2,2,0.000535,2,2,2,1
/catalog/view/doi:10.18739/A2Z60C27R,2,2,0.000535,2,2,2,1
/catalog/view/doi:10.18739/A27M04152,2,2,0.000535,2,2,2,1
/catalog/view/urn:uuid:e4e4fff5-3571-4140-a05a-feb4fd6e5d5a,2,2,0.000535,2,2,2,1
/catalog/view/doi:10.18739/A2F18SG1V,2,2,0.000535,2,2,2,1
/catalog/view/doi:10.18739/A2985M,2,2,0.000535,2,2,2,0.5
/catalog/view/doi:10.18739/A2Q814S8N,2,2,0.000534,2,2,2,1
/catalog/view/doi:10.18739/A2VX0639D,2,2,0.000534,2,2,2,1
/catalog/view/doi:10.5067/GFL20-MC060,2,1,0.000534,2,2,1,1
/catalog/view/urn:uuid:8602df71-4261-43b2-90cc-b14ccf86a51e,2,0,0.000534,4,4,0,null
/catalog/view/doi:10.18739/A2K649T2G,2,2,0.000534,2,2,2,1
/catalog/view/doi:10.18739/A21G0HV8K,2,2,0.000534,2,2,2,1
/catalog/view/doi:10.18739/A29S1KM0C,2,2,0.000534,2,2,2,1
/catalog/view/doi:10.18739/A2RJ48T5H,2,1,0.000534,2,2,1,1
/catalog/view/doi:10.18739/A22J6853K,2,2,0.000534,2,2,2,1
/catalog/view/dcx_e95c0082-92a6-4c95-bb2c-85bcd60d4394_2,2,2,0.000534,2,2,2,1
/catalog/view/doi:10.5065/D6PV6HJD,2,2,0.000534,2,2,2,1
/catalog/view/doi:10.18739/A2TQ5RF34,2,2,0.000533,2,2,2,1
/catalog/view/doi:10.18739/A29882N5H,2,2,0.000533,2,2,2,1
/catalog/view/doi:10.18739/A2R20RX0W,2,2,0.000533,2,2,2,1
/catalog/view/doi:10.18739/A2SX64880,2,2,0.000533,2,2,2,1
/catalog/view/doi:10.18739/A20V89J2P,2,2,0.000533,2,2,2,1
/catalog/view/doi:10.18739/A2SD4Z,2,2,0.000533,2,2,2,1
/catalog/view/doi:10.18739/A2Z60C21V,2,1,0.000533,2,2,1,1
/catalog/view/doi:10.18739/A2599Z24N,2,2,0.000533,2,2,2,1
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/558/4,2,2,0.000533,2,2,2,1
/catalog/view/urn:uuid:e707e27a-6730-4dee-9d16-bc5c3b973d43,2,2,0.000533,2,2,2,1
/catalog/view/doi:10.18739/A24746R91,2,2,0.000533,2,2,2,1
/catalog/view/doi:10.18739/A25D8NF7Z,2,2,0.000533,2,2,2,1
/catalog/view/dcx_baeb3c6e-d5bb-4c43-8c92-67c2e2baa9cc_2,2,2,0.000532,2,2,2,1
/catalog/view/doi:10.18739/A22Z12Q1J,2,2,0.000532,2,2,2,1
/catalog/view/doi:10.18739/A2BV79W3C,2,2,0.000532,2,2,2,1
/catalog/view/doi:10.18739/A21C1TG6R,2,2,0.000532,2,2,2,1
/catalog/view/doi:10.18739/A2GB1XH7M,2,2,0.000532,2,2,2,1
/catalog/view/doi:10.18739/A2JQ0SW2H,2,2,0.000532,2,2,2,1
/catalog/view/doi:10.18739/A2FF93,2,2,0.000532,2,2,2,1
/catalog/view/doi:10.18739/A26N90,2,2,0.000532,2,2,2,1
/catalog/view/doi:10.18739/A2542J88X,2,2,0.000532,2,2,2,1
/catalog/view/urn:uuid:4a48d82c-5484-442f-85a7-8893a3231ae2,2,2,0.000532,2,2,2,1
/catalog/view/doi:10.18739/A2S46H66R,2,2,0.000532,2,2,2,1
/catalog/view/doi:10.18739/A2FB4WN0F,2,1,0.000532,5,2,1,1
/catalog/view/doi:10.18739/A2BN9X393,2,2,0.000531,2,2,2,1
/catalog/view/doi:10.18739/A2ST7DX7P,2,2,0.000531,2,2,2,1
/catalog/view/doi:10.18739/A2Q52FD3C,2,2,0.000531,2,2,2,1
/catalog/view/doi:10.18739/A20V89H84,2,2,0.000531,2,2,2,1
/catalog/view/dcx_13dbfb6c-a91e-4dc6-9404-38e88e104f12_2,2,2,0.000531,2,2,2,1
/catalog/view/urn:uuid:1d0efe35-ed38-48d8-b4f0-339825d45e79,2,2,0.000531,2,2,2,1
/catalog/view/doi:10.18739/A2S46H658,2,2,0.000531,2,2,2,1
/catalog/view/doi:10.18739/A2DJ58H5R,2,2,0.000531,2,2,2,1
/catalog/view/doi:10.5065/D6M9071Z,2,2,0.000531,2,2,2,1
/catalog/view/dcx_19bc96ff-66d6-42a9-92d4-632652b584a5_2,2,2,0.000531,2,2,2,1
/catalog/view/doi:10.18739/A2G44HR3X,2,2,0.000531,2,2,2,1
/catalog/view/doi:10.18739/A2G44HR6C,2,0,0.000531,6,2,0,null
/catalog/view/urn:uuid:2cfd82a2-c2a5-4ad0-8bda-0eb993c85117,2,2,0.00053,2,2,2,1
/catalog/view/doi:10.18739/A2PC2T94T,2,2,0.00053,2,2,2,1
/catalog/view/urn:uuid:8c2220b6-e5e1-4a50-8897-09ca34bba0c1,2,3,0.00053,8,7,3,0
/catalog/view/doi:10.18739/A2X921K4C,2,1,0.00053,2,2,1,1
/catalog/view/urn:uuid:87a0c58f-7c62-47e0-a48c-6b7e35585d79,2,2,0.00053,2,2,2,1
/catalog/view/urn:uuid:59ec7ad0-a867-4b1c-8e79-ac4e36338c4a,2,2,0.00053,2,2,2,1
/catalog/view/doi:10.18739/A2TC25,2,2,0.00053,2,2,2,1
/catalog/view/doi:10.18739/A2P843W9W,2,2,0.00053,2,2,2,1
/training_jun2017/,2,2,0.00053,2,2,2,1
/catalog/view/doi:10.5065/D6N014NC,2,2,0.00053,2,2,2,1
/catalog/view/urn:uuid:a0a57a2e-7f67-46ed-9762-a1644a743ec8,2,2,0.00053,2,2,2,1
/catalog/view/doi:10.18739/A2RJ48V9W,2,2,0.00053,2,2,2,1
/catalog/view/doi:10.18739/A29V5G,2,2,0.000529,2,2,2,1
/catalog/view/urn:uuid:f6f9ba5a-a9c2-44f4-b761-df23bd57fc54,2,2,0.000529,2,2,2,1
/catalog/view/doi:10.18739/A21C1TG39,2,2,0.000529,2,2,2,1
/catalog/view/doi:10.18739/A2PC2T959,2,2,0.000529,2,2,2,1
/catalog/view/doi:10.18739/A2BN63,2,2,0.000529,2,2,2,1
/catalog/view/doi:10.5065/D6HT2MGB,2,2,0.000529,2,2,2,1
/catalog/view/doi:10.18739/A2BK16Q2C,2,2,0.000529,2,2,2,1
/catalog/view/doi:10.18739/A2G737474,2,2,0.000529,2,2,2,1
/catalog/view/doi:10.18739/A2C53F216,2,2,0.000529,2,2,2,1
/catalog/view/urn:uuid:b636259b-9f18-4f03-b754-5839d73e8bd1,2,2,0.000529,2,2,2,1
/catalog/view/doi:10.18739/A2R49G94J,2,2,0.000529,2,2,2,1
/catalog/view/doi:10.18739/A2QV3C48N,2,2,0.000529,2,2,2,1
/catalog/view/urn:uuid:1b96e994-20a1-4445-a327-3256c040034f,2,2,0.000528,2,2,2,1
/catalog/view/doi:10.18739/A2PZ51M7S,2,2,0.000528,2,2,2,1
/catalog/view/doi:10.18739/A28J9K,2,2,0.000528,2,2,2,1
/catalog/view/doi:10.5065/D67S7KXT,2,2,0.000528,2,2,2,1
/catalog/view/doi:10.18739/A2HJ9R,2,2,0.000528,2,2,2,1
/catalog/view/doi:10.18739/A2H25D,2,2,0.000528,2,2,2,1
/catalog/portals,2,1,0.000528,3,2,1,0
/catalog/view/doi:10.18739/A2RR1PN2Q,2,2,0.000528,2,2,2,1
/catalog/view/doi:10.18739/A2DN9V,2,2,0.000528,2,2,2,1
/catalog/view/doi:10.18739/A2VD6P54S,2,2,0.000528,2,2,2,1
/catalog/view/urn:uuid:2c0f7a47-c6ad-4d44-a19f-c40068adb235,2,2,0.000528,2,2,2,1
/catalog/view/doi:10.18739/A2KW57J87,2,2,0.000528,2,2,2,1
/catalog/view/doi:10.5065/D6P8493G,2,2,0.000527,2,2,2,1
/catalog/view/doi:10.18739/A2XC0B,2,2,0.000527,2,2,2,1
/catalog/view/urn:uuid:96403872-00da-4e9a-a518-0b276fba29a6,2,2,0.000527,2,2,2,1
/catalog/view/dcx_254a1b0a-fc62-4cf8-bf47-2c84d79a6828_2,2,2,0.000527,2,2,2,1
/catalog/view/urn:uuid:55b7e56d-c861-47a9-bbd1-42a6a92ca22b,2,0,0.000527,2,2,0,null
/catalog/view/urn:uuid:b9e62883-e17f-4a1e-9fe7-2793522e6c17,2,2,0.000527,2,2,2,1
