Page,Users,Sessions,Users_%_of_Total,Pageviews,Unique_Pageviews,Entrances,Bounce_Rate
/view/ess-dive-d2d7b73c342cc87-20180621T225030870,1,0,0.000085,1,1,0,null
/view/resource_map_urn:uuid:c3cec83b-e213-48b8-85a6-2d6c7410d6a1,1,0,0.000085,3,1,0,null
/catalog/view/urn:uuid:6a299169-ff14-4de4-bfa5-590a37f1f66e,1,0,0.000085,2,1,0,null
/catalog/view/resource_map_doi:10.18739/A2C53F17N,1,0,0.000085,1,1,0,null
/catalog/www.sitkascience.org,1,0,0.000085,4,1,0,null
/submit/ess-dive-f84751db8c0144a-20180704T223904512,1,0,0.000085,2,2,0,null
/catalog/quality/doi:10.18739/A2D50FZ30,1,0,0.000085,1,1,0,null
/catalog/view/resource_map_doi:10.18739/A23J3912W,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:5249dc3c-d49d-48fd-b9a4-d6642dc9fe50,1,0,0.000085,3,2,0,null
/catalog/view/resource_map_urn:uuid:eac72872-207d-4f3c-9842-713cc1748d40,1,0,0.000085,2,1,0,null
/view/urn:uuid:e00bdead-e041-40b2-a898-dcc471800ad1,1,3,0.000085,10,8,3,0.333333333
/quality/doi:10.18739/A2WS8HK6X,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:598c7996-22b5-4239-adb9-fc0e2033b0a8,1,0,0.000085,1,1,0,null
/blog/2019/11/dataset-highlight-data-provenance-and-arctic-soil-bacteria/?preview_id=1656&preview_nonce=079cc0a35e&post_format=standard&_thumbnail_id=839&preview=true,1,0,0.000085,1,1,0,null
/profile/http://orcid.org/0000-0002-7811-0504,1,0,0.000085,2,1,0,null
/dedea/login.php,1,1,0.000085,1,1,1,1
/catalog/submit/urn:uuid:8c5bb7e6-26d7-49d1-b92a-ec0b155b98eb,1,0,0.000085,1,1,0,null
/submit/ess-dive-0274283eaa110a3-20180704T220738836,1,0,0.000085,3,1,0,null
/catalog/view/urn:uuid:fb59013a-4eb9-4598-a27c-d936009e4937],1,0,0.000085,1,1,0,null
/view/resource_map_urn:uuid:7e60fbfa-679f-414d-b504-ea9bc5ee0acf,1,0,0.000085,1,1,0,null
/catalog/view/resource_map_urn:uuid:1fd26c3e-8486-40d4-8879-c376164d60b2,1,0,0.000085,2,1,0,null
/quality/arctic-data.10042.1,1,0,0.000085,1,1,0,null
/view/urn:uuid:bd09f9cd-ec3b-400b-8750-94c7f3a03420,1,0,0.000085,2,1,0,null
/catalog/view/urn:uuid:e30fb8f1-fd82-4272-b7da-73d8242167d7,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:63575ec8-b47e-483e-965b-d92a25870c13,1,0,0.000085,1,1,0,null
/view/doi:10.18739/A26C97,1,0,0.000085,2,1,0,null
/catalog/view/urn:uuid:358c7c4e-2e58-45a9-b9db-6c1a9fb67e99,1,0,0.000085,1,1,0,null
/quality/doi:10.18739/A2QG1W,1,0,0.000085,1,1,0,null
/catalog/view/doi:10.18739/A2V97ZR1M,1,1,0.000085,1,1,1,1
/catalog/submit/urn:uuid:67b2a3b5-dd49-4f53-bb72-5787931d5a40,1,0,0.000085,1,1,0,null
/share/modify/arctic-data.9875.1,1,0,0.000085,2,2,0,null
/catalog/submit/urn:uuid:529c22a9-ed16-453a-9608-19e98d0e88e4,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:3ce787aa-4ecc-4e37-b513-24af1dd90df3,1,0,0.000085,1,1,0,null
/view/doi:10.18739/A22227,1,0,0.000085,3,2,1,null
/view/urn:uuid:aa8176c8-6c30-402e-ad82-62ffb0d17b2d,1,0,0.000085,2,1,0,null
/profile/http://orcid.org/0000-0002-6369-3938,1,0,0.000085,1,1,0,null
/view/urn:uuid:70e3c192-e914-40bf-b145-b28fde33f1e9,1,0,0.000085,6,2,0,null
/view/ess-dive-5d39b04837b6d1a-20180704T214537098,1,0,0.000085,1,1,0,null
/catalog/submit/urn:uuid:472a66d4-ca7e-43ec-b49e-9085bee9a95c,1,0,0.000085,2,1,0,null
/catalog/submit/urn:uuid:25b665fa-9133-4f63-965d-660a0a21b1a6,1,0,0.000085,1,1,0,null
/share/modify/arctic-data.7792.12,1,0,0.000085,1,1,0,null
/share/modify/arctic-data.9845.10,1,0,0.000085,1,1,0,null
/view/doi:10.18739/A2XW75?ref=moreLikeThis,1,1,0.000085,1,1,1,1
/catalog/view/doi:10.1029/2012GL052518,1,0,0.000085,4,1,0,null
/catalog/view/urn:uuid:7d5412b1-9c46-436e-97f9-f378e9a603ad,1,2,0.000085,2,2,2,1
/category/blog/?customize_changeset_uuid=f48ab0fe-6173-4cb6-a023-883e02f82672&customize_theme=aurora&customize_messenger_channel=preview-0,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:67b43ba0-b4d9-4c9e-b77a-7a5f162a5bc7,1,0,0.000085,4,2,0,null
/catalog/view/resource_map_urn:uuid:897f5704-ae02-428a-a044-2e287380725c,1,0,0.000085,4,3,0,null
/catalog/view/urn:uuid:ac005302-c6a0-412b-832b-ea5a6e942d7f,1,0,0.000085,3,1,0,null
/catalog/view/arctic-data.9872.2,1,0,0.000085,1,1,0,null
/catalog/quality/doi:10.18739/A2J678X08,1,0,0.000085,2,2,0,null
/share/modify/urn:uuid:8a79a760-6fe8-454f-92f8-87457aae4744,1,0,0.000085,6,1,0,null
/catalog/submit/urn:uuid:7d71381e-8af1-4009-a642-abc0cc4fdb66,1,0,0.000085,1,1,0,null
/view/doi:10.18739/A2JP35,1,0,0.000085,6,1,0,null
/catalog/view/resource_map_doi:10.18739/A2RS9B,1,0,0.000085,1,1,0,null
/view/resource_map_doi:10.18739/A2J27G,1,0,0.000085,1,1,0,null
/view/ess-dive-45e7c36679214f7-20180704T210406431,1,0,0.000085,1,1,0,null
/quality/arctic-data.14828.1,1,0,0.000085,2,1,0,null
/view/resource_map_urn:uuid:402bc93c-4dc8-4c90-be9e-ab4afc40d18d,1,0,0.000085,1,1,0,null
/download/fileDownload.htm?logicalFileId=a9c8fb21-241c-11e0-bb38-00c0f03d5b7c,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:d583e6f0-87ba-49e2-833b-03b1ac3010a9,1,1,0.000085,5,2,1,0
/catalog/view/urn:uuid:2bd9a57a-e746-4594-abfa-3e4bcfd8131a,1,1,0.000085,6,3,1,0
/view/doi:10.5065/D6XG9PB9,1,0,0.000085,1,1,0,null
/submit/ess-dive-8142f1e2ff48d3b-20180531T213421791,1,0,0.000085,2,1,0,null
/catalog/submit/urn:uuid:5b8d48c4-9843-4930-8f5f-ea0ecf95a56b,1,0,0.000085,1,1,0,null
/catalog/profile/DBO,1,1,0.000085,2,1,1,0
/wp-content/uploads/wp-dba.php,1,1,0.000085,1,1,1,1
/view/doi:10.18739/A28D5P,1,0,0.000085,4,3,0,null
/catalog/view/arctic-data.7816.1,1,0,0.000085,2,2,0,null
/view/arctic-data.9660.2,1,0,0.000085,1,1,0,null
/view/resource_map_doi:10.18739/A26637,1,0,0.000085,1,1,0,null
/catalog/view/doi:10.18739/A2FP1G,1,0,0.000085,1,1,0,null
/catalog/submit/urn:uuid:17b35998-4a0e-4217-ae94-0779a24691e7,1,0,0.000085,1,1,0,null
/share/modify/urn:uuid:d176e6f1-4b4f-4ac0-a3a8-d2e01f632dd1,1,0,0.000085,1,1,0,null
/catalog/view/doi:10.18739/A2JW50,1,0,0.000085,1,1,0,null
/catalog/view/doi:10.18739/A25V57,1,1,0.000085,1,1,1,1
/quality/doi:10.18739/A2SH1V,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:3b509877-b3d1-4692-b45d-ceb9d5ac6640,1,0,0.000085,2,2,0,null
/submit/urn:uuid:52d36ffe-8ebf-4c32-8e85-78e15e546cf6,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:3d785c86-d86c-466e-975d-d9579bed4960,1,0,0.000085,1,1,0,null
/view/doi:10.18739/A2VV76,1,0,0.000085,1,1,0,null
/view/ess-dive-8add95233a49648-20180907T043300094,1,0,0.000085,12,4,0,null
/catalog/view/urn:uuid:a5ff1933-64ff-45f0-9e89-29c8c0fcc87e,1,0,0.000085,6,2,0,null
/submit/ess-dive-53050535bf55889-20180328T192924600,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:26cd9283-a0d6-488f-b89f-818ffe7303c8,1,0,0.000085,1,1,0,null
/catalog/data/query=urn:node:LTER,1,0,0.000085,4,1,0,null
/catalog/view/urn:uuid:8d41cda2-5d12-4e77-b81a-48345bb3bbc2,1,1,0.000085,2,1,1,0
/submit/ess-dive-462329e310d5637-20180628T171236531,1,0,0.000085,1,1,0,null
/catalog/submit/urn:uuid:f66833ce-20b4-419b-b578-0fba94b49de8,1,0,0.000085,1,1,0,null
/quality/doi:10.18739/A2CF83,1,0,0.000085,1,1,0,null
/catalog/view/arctic-data.10049.1,1,0,0.000085,1,1,0,null
/profile/http://orcid.org/0000-0001-7053-1737,1,0,0.000085,1,1,0,null
/catalog/profile/http://orcid.org/0000-0002-9515-2087,1,0,0.000085,1,1,0,null
/download/fileDownload.htm?logicalFileId=ab4a921a-241c-11e0-bb38-00c0f03d5b7c,1,1,0.000085,1,1,1,1
/submit/ess-dive-4bce28d62e9ffcc-20180328T195533810,1,0,0.000085,1,1,0,null
/catalog/quality/urn:uuid:e4700b4a-ccb4-4a08-afd5-5b8258e4bd86,1,0,0.000085,6,2,0,null
/catalog/view/urn:uuid:e5f9ffbd-444d-48db-afc1-90e84f1c3cbb,1,1,0.000085,1,1,1,0
/catalog/view/urn:uuid:fbcede4f-a285-4142-8713-fde986229c01,1,0,0.000085,7,1,0,null
/catalog/view/urn:uuid:1ad270f6-dbb4-4c0d-b85b-5289c68db4c5,1,0,0.000085,1,1,0,null
/catalog/quality/urn:uuid:148e8724-8274-478a-a772-2395fb0a403c,1,0,0.000085,1,1,0,null
/catalog/quality/urn:uuid:90f50467-7de1-45cf-917b-eb24f285f91d,1,0,0.000085,1,1,0,null
/catalog/quality/urn:uuid:9f4b1113-7804-4b8e-aa4e-214d93ea4dc5,1,0,0.000085,1,1,0,null
/catalog/view/doi:10.18739/A2Q35M,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:eeaf9f81-05c8-4742-9ae5-4b2c89299015.,1,1,0.000085,1,1,1,1
/catalog/quality/urn:uuid:cffe209a-8530-4822-8806-0882f18b1bfa,1,0,0.000085,1,1,0,null
/view/resource_map_doi:10.18739/A2PP4S,1,0,0.000085,1,1,0,null
/view/urn:uuid:04b1a59a-7b88-479a-bad0-54a8b4010039,1,1,0.000085,2,1,1,0
/catalog/view/urn:uuid:a7da939f-087f-4de4-bb86-8f632a8d451a,1,0,0.000085,4,2,0,null
/catalog/view/doi:10.18739/A2HG6X,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:efb7f8de-58bc-4d9b-8a3f-fa662f609443,1,0,0.000085,6,4,0,null
/catalog/view/urn:uuid:11055823-47ea-49f1-93ec-0b8298f3b90d,1,0,0.000085,2,1,0,null
/catalog/quality/doi:10.18739/A2599Z26M,1,1,0.000085,3,2,1,1
/submit/ess-dive-45e7c36679214f7-20180427T051119804,1,0,0.000085,1,1,0,null
/view/urn:uuid:df8e0317-4813-4e25-9072-c30d29445834,1,0,0.000085,5,1,0,null
/catalog/view/doi:10.5065/D6833Q5H,1,1,0.000085,1,1,1,1
/view/arctic-Data.7792.4,1,1,0.000085,1,1,1,0
/catalog/submit/urn:uuid:4cc5e984-ae6c-4e44-8564-e0b7ba8d18b8,1,0,0.000085,1,1,0,null
/view/urn:uuid:613b0b52-cc11-4e04-b76f-55c42838b618,1,0,0.000085,1,1,0,null
/share/modify/doi:10.18739/A2136S,1,0,0.000085,1,1,0,null
/view/ess-dive-8b03ba2799c4ecf-20180718T010146080,1,1,0.000085,4,3,1,0
/view/ess-dive-24829d6da280e46-20180621T224940794,1,0,0.000085,1,1,0,null
/view/doi:10.18739/A2Z55G,1,0,0.000085,2,1,0,null
/profile/http://orcid.org/0000-0001-6390-7863/s=settings,1,0,0.000085,1,1,0,null
/catalog/view/resource_map_urn:uuid:c42e7067-4907-49da-9e81-0aee0e13cae5,1,1,0.000085,1,1,1,1
/view/doi:10.3334/CDIAC/OTG.NDP047,1,0,0.000085,1,1,0,null
/view/urn:uuid:87d0adc6-8fce-4063-9ee3-70f4b06c3bc9,1,0,0.000085,5,2,0,null
/view/resource_map_urn:uuid:d208ad69-5d3d-4e12-96a9-85347fe52fa8,1,0,0.000085,2,1,0,null
/catalog/view/urn:uuid:52a895c0-0b4e-44c2-914b-255be3f8d863,1,0,0.000085,9,1,0,null
/profile/http://orcid.org/0000-0001-9135-7424/s=settings,1,0,0.000085,1,1,0,null
/catalog/view/doi:10.18739/A2KQ0P,1,0,0.000085,2,2,1,null
/catalog/view/urn:uuid:aef48b0c-756c-4339-b8f2-2a3d8ea08482,1,0,0.000085,1,1,0,null
/view/resource_map_urn:uuid:027e27d4-f3ef-4d8c-a1a9-2662957c5fa3,1,0,0.000085,1,1,0,null
/view/urn:uuid:779fade4-c892-4449-a437-8cd5be3c96a1,1,1,0.000085,4,3,1,0
/catalog/submit/urn:uuid:b85c3f5e-a5ed-4084-a338-ba3616d2124a,1,0,0.000085,1,1,0,null
/catalog/submit/urn:uuid:8e851f19-5bcc-4330-8ecf-d398fadb340c,1,0,0.000085,1,1,0,null
/view/doi:10.18739/A2JV8S,1,0,0.000085,1,1,0,null
/view/doi:10.18739/A2ZK7C,1,1,0.000085,2,2,1,0
/catalog/quality/urn:uuid:f80d373e-7e9f-4d67-a486-11dff1e62483,1,0,0.000085,1,1,0,null
/catalog/quality/urn:uuid:57ef2961-6766-4f56-8249-1061c6e7013b,1,0,0.000085,1,1,0,null
/projects/dbob,1,1,0.000085,1,1,1,0
"/catalog/view/doi:10.18739/A2G27V,",1,0,0.000085,1,1,0,null
/catalog/view/doi:10.18739/A20V89H7N,1,1,0.000085,1,1,1,1
/view/testUpdateSystemMetadata_MutableAccessPolicy_20178104759693,1,0,0.000085,1,1,0,null
/share/modify/arctic-data.9892.1,1,0,0.000085,1,1,0,null
/catalog/view/arctic-data.6191.1,1,0,0.000085,2,1,0,null
/catalog/view/urn:uuid:b1c5edc0-0401-47f6-8a7d-03dcab647f0c,1,1,0.000085,1,1,1,0
/catalog/view/urn:uuid:626eb29c-f1ff-4abd-bc5e-62584e08b12e,1,1,0.000085,2,2,1,0
/view/urn:uuid:e3ea26d0-9aaf-44fb-a1ab-73801caed151,1,0,0.000085,2,1,0,null
/catalog/view/doi:10.5065/D6S46Q1V,1,0,0.000085,2,2,0,null
/view/urn:uuid:84fd7cb0-988a-4fbc-96bc-2361c6c5ffd2,1,0,0.000085,1,1,0,null
/dataset-highlights/?preview_id=908&preview_nonce=f91ddd8c4b&_thumbnail_id=-1&preview=true,1,0,0.000085,13,1,0,null
/view/urn:uuid:211bb3c7-ca6f-43c6-b31e-6da01ee188be,1,0,0.000085,1,1,0,null
/submit/urn:uuid:99dd1197-fa73-4e09-a46c-5062902bd2af,1,0,0.000085,1,1,0,null
/catalog/submit/urn:uuid:8fd65403-b0ef-4b07-9c6f-0b2de97be280,1,0,0.000085,1,1,0,null
/catalog/submit/urn:uuid:3f758b68-f3a6-4f5a-ad5b-1ae33dac71e2,1,0,0.000085,1,1,0,null
/catalog/submit/urn:uuid:dea56d1b-f7ba-444f-a2be-51626a88ff87,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:e4c4717e-8ac9-46ea-ad1d-e388f74a4e66,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:8034f380-f119-44f2-8748-f4b01e53cfb0,1,0,0.000085,3,2,0,null
/catalog/view/urn:uuid:5717261e-04fe-4b35-9f64-270f28ca36bd,1,0,0.000085,1,1,0,null
/catalog/submit/urn:uuid:adbb720c-71d6-40ea-9850-6d6588290124,1,0,0.000085,1,1,0,null
/catalog/view/resourceMap_arctic-data.9687.1,1,0,0.000085,3,2,0,null
/view/urn:uuid:c07436ea-394e-47ab-9ffd-5c88000c9b9f,1,0,0.000085,3,1,0,null
/catalog/view/urn:uuid:fc4c1353-c6b7-4b9d-8b6e-418ea98d254f,1,0,0.000085,2,1,0,null
/catalog/view/urn:uuid:e07e99ba-3fff-4a2c-8f6b-ca66b9320f79.,1,1,0.000085,1,1,1,1
/?preview_id=406&preview_nonce=aa427a7000&_thumbnail_id=-1&preview=true,1,0,0.000085,2,1,0,null
/view/ess-dive-34ce8dfac9090cb-20180622T160803951,1,0,0.000085,2,1,0,null
/catalog/view/10.18739/A25X25C4Q,1,0,0.000085,1,1,0,null
/view/doi:10.5065/D68W3BCK,1,0,0.000085,1,1,0,null
/catalog/submit/urn:uuid:ed16a003-c5bb-4608-97f2-b44e98b8094e,1,0,0.000085,1,1,0,null
/view/resource_map_urn:uuid:e572c2ca-55f9-4b7f-b74a-786ea8849229,1,0,0.000085,3,1,0,null
/view/ess-dive-2bab8847382f551-20180711T122244693540,1,0,0.000085,2,1,0,null
/catalog/view/resourceMap_arctic-data.9450.1,1,0,0.000085,2,1,0,null
/catalog/submit/urn:uuid:c68a08e8-6366-479b-9f83-3eccd3cfbc4a,1,0,0.000085,1,1,0,null
/my-profile/s=settings/s=token,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:36fb57e8-e414-4d83-b392-4f8d9073ec83,1,0,0.000085,5,1,0,null
/catalog/view/urn:uuid:6aa46fe7-b018-4f57-bfc6-90d01ec5368a,1,1,0.000085,3,2,1,1
/submit/ess-dive-2aef7d92ad0cef8-20180314T173213543,1,0,0.000085,1,1,0,null
/submit/ess-dive-aa6e33480c133b0-20180623T025705506,1,0,0.000085,1,1,0,null
/view/resource_map_urn:uuid:652023e9-aaef-475b-84c0-1c125531ed58,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:13e6e80d-ce41-4dfd-b6a1-98232e4773ae,1,0,0.000085,1,1,0,null
/view/urn:uuid:fde25692-4b17-4be0-9f4b-ad1fabaf16ea,1,0,0.000085,4,1,0,null
/view/doi:10.18739/A2MH19,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:f2fdf5d1-3646-433f-9422-618fb5d5c3c8,1,0,0.000085,1,1,0,null
/catalog/quality/urn:uuid:6d87cf80-56d2-4aeb-aa5e-0d8b4ad36878,1,0,0.000085,2,1,0,null
/view/arctic-data.9808.2,1,0,0.000085,1,1,0,null
/catalog/quality/urn:uuid:cc097818-c8af-486d-bb80-8e559ee32fc5,1,0,0.000085,1,1,0,null
/catalog/quality/urn:uuid:61e0b3c1-6c3f-4a03-ba0a-94247a335482,1,0,0.000085,1,1,0,null
/view/urn:uuid:c9a48771-9e4f-4796-889e-62435a0da2e5,1,0,0.000085,1,1,0,null
/catalog/submit/urn:uuid:7bec2ec7-d42f-4842-8567-87a930161946,1,0,0.000085,1,1,0,null
/view/urn:uuid:a736fe3c-b078-409b-ab33-4030ca632b89,1,0,0.000085,1,1,0,null
/view/urn:uuid:ad7c91d2-4145-46d2-8d31-ccdc5cb20a3d,1,0,0.000085,1,1,0,null
/submit/ess-dive-8e4165a25c85be9-20181115T215547929,1,0,0.000085,1,1,0,null
/view/urn:uuid:8daefe9d-3bb0-483b-af0c-c48e712414b8,1,0,0.000085,3,2,0,null
/catalog/view/urn:uuid:f1ef68ad-a905-4143-86f1-89032453895c,1,0,0.000085,3,2,0,null
/view/urn:uuid:8947a6f1-b0fe-4d04-a0b5-5c42597cd4a4,1,0,0.000085,5,2,0,null
/view/doi:10.18739/A27D0G,1,0,0.000085,1,1,0,null
/submit/ess-dive-299caec33958fcc-20180427T203910720,1,0,0.000085,1,1,0,null
/view/doi:10.18739/A2N04K,1,0,0.000085,1,1,0,null
/catalog/view/arctic-data.9518.1,1,0,0.000085,2,2,0,null
/share/modify/arctic-data.14372.2,1,0,0.000085,1,1,0,null
/catalog/submit/doi:10.5194/tc-11-1607-2017,1,0,0.000085,1,1,0,null
/view/urn:uuid:825512e9-2220-4dab-ab24-e84ffcb4bfc4,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:743e578b-2101-40c8-b87b-ebb755d48dbd,1,0,0.000085,3,2,0,null
/submit/ess-dive-8fc1caa11906caf-20180626T150858880342,1,0,0.000085,2,2,0,null
/catalog/quality/urn:uuid:550ac56a-2a80-46ea-9638-70bf00b19470,1,0,0.000085,1,1,0,null
"/profile/CN=Lauren Walker A10489,O=Google,C=US,DC=cilogon,DC=org",1,0,0.000085,1,1,0,null
/view/ess-dive-6ab06daf7b4d826-20180726T130712173554,1,0,0.000085,3,1,0,null
/catalog/quality/urn:uuid:d3a2cedd-cfed-4588-aa8f-f0fdfd7f57f0,1,0,0.000085,1,1,0,null
/catalog/view/doi:10.5065/D6VD6WMX,1,1,0.000085,1,1,1,1
/catalog/view/urn:uuid:6cad0025-618d-4dc1-9423-9410196278d5,1,1,0.000085,6,3,1,0
/view/urn:uuid:7018133b-f4c4-46a7-8b2b-5d23c24a363d,1,1,0.000085,4,2,1,0
/catalog/view/urn:uuid:7cb0bdd1-0ac4-48be-9f2c-7e6415e81f70,1,1,0.000085,7,2,1,0
/view/urn:uuid:f381ee1c-66ba-457e-84cc-5e9fb57e5f70,1,1,0.000085,1,1,1,0
/view/testUpdateSystemMetadata_MutableAccessPolicy_201633513338304,1,0,0.000085,2,1,0,null
/view/urn:uuid:528baf29-b149-44c7-bbb6-a0ee373f5872,1,0,0.000085,1,1,0,null
/view/urn:uuid:5617c1a8-3a97-4db5-9409-bb2c73fc21e0,1,0,0.000085,4,1,0,null
/submit/ess-dive-1338bcd551daefa-20180704T212426457,1,0,0.000085,1,1,0,null
/catalog/view/doi:10.5065/D6J67F2W,1,1,0.000085,1,1,1,1
/catalog/view/urn:uuid:74ee8a61-82d6-4179-8835-6d1f7e4d63a1,1,0,0.000085,3,1,0,null
/catalog/view/doi:10.18739/A25R6K,1,0,0.000085,1,1,0,null
/view/resource_map_urn:uuid:2e530bd7-06d2-4480-a8cc-a42c803a8366,1,0,0.000085,1,1,0,null
/quality/doi:10.18739/A2FP1G,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:1c96470a-f372-4e8d-83d7-95435d26d9cd,1,0,0.000085,5,1,0,null
/view/doi:10.5065/D6PZ56VC,1,0,0.000085,1,1,1,null
/catalog/submit/urn:uuid:a67b44ef-3a32-4ab9-86f1-0307b72fe06e,1,1,0.000085,2,1,1,0
/view/ess-dive-ac6f4ed0bfa6576-20180823T161413631689,1,0,0.000085,1,1,0,null
/view/urn:uuid:b4feb437-bccc-4f88-b3d3-f4b814885eb4,1,1,0.000085,7,7,1,0
/catalog/submit/urn:uuid:da335018-0662-4a7a-9d26-4b33006dabdb,1,0,0.000085,1,1,0,null
/view/doi:10.18739/A21P71,1,0,0.000085,1,1,0,null
/projects/circumpolar_active_layer_monitoring_network--calm_iii.html,1,1,0.000085,1,1,1,1
/quality/doi:10.18739/A25T3FZ8X,1,0,0.000085,1,1,0,null
/wp/user,1,0,0.000085,1,1,0,null
/view/ess-dive-9342ef1d3f4a699-20180710T185017018960,1,0,0.000085,2,1,0,null
/submit/ess-dive-fc6164c1ffffd70-20180621T220449262,1,0,0.000085,1,1,0,null
/view/resource_map_doi:10.18739/A2X644,1,0,0.000085,1,1,0,null
/view/urn:uuid:0481d005-9055-44fa-8f2c-15ca6e29a7f9,1,0,0.000085,2,1,0,null
/catalog/quality/urn:uuid:4354efac-6b50-45de-b3f3-2efdf2ed7e59,1,0,0.000085,1,1,0,null
/catalog/quality/urn:uuid:8e53368a-89da-4143-bb84-4f410d357437,1,0,0.000085,1,1,0,null
/view/urn:uuid:98913a21-bb23-4529-8a09-aae1d0171037,1,0,0.000085,12,3,0,null
/?fbclid=IwAR0TDj824o8vbpxIM8QRLlYzmJZwFuMRl-E9l2sl3h89VoAhhqPF_jzPpGE,1,1,0.000085,1,1,1,0
/catalog/view/resource_map_urn:uuid:4520901a-d39a-4d54-b053-da82033e9f6c,1,0,0.000085,2,2,0,null
/view/doi:10.18739/A20Z4B,1,0,0.000085,1,1,0,null
/view/resource_map_urn:uuid:c42e89e6-33c9-4481-985d-73c64f38aff7,1,0,0.000085,2,1,0,null
/catalog/view/resource_map_urn:uuid:a8d6b233-7702-439d-b111-4c516f3af126,1,0,0.000085,4,1,0,null
/social-scientific-data-workshop/?preview_id=1961&preview_nonce=8aa7cf370e&preview=true,1,0,0.000085,9,1,0,null
/quality/urn:uuid:03836791-b3ad-47ad-8cd2-5be94fb3e220,1,0,0.000085,1,1,0,null
/view/urn:uuid:14437a2e-5d25-4b07-b7d8-2f25b11bdc54,1,0,0.000085,1,1,0,null
/catalog/view/doi:10.18739/A23Z5N,1,1,0.000085,1,1,1,1
/view/ess-dive-8c9651577c5c2cb-20180713T235315880,1,0,0.000085,8,4,0,null
/catalog/view/doi:10.18739/A22J9Q,1,1,0.000085,1,1,1,1
/catalog/view/urn:uuid:c7222388-145b-47a0-9be2-3d1888c889d0,1,0,0.000085,5,1,0,null
/view/doi:10.5065/D68W3BD1,1,1,0.000085,1,1,1,1
/view/ess-dive-14fe12261816f40-20180320T174648565652,1,0,0.000085,4,1,0,null
/catalog/submit/urn:uuid:7a0bb7ea-9225-4787-b493-26c66fd7b84d,1,0,0.000085,1,1,0,null
/quality/knb.30.1,1,0,0.000085,1,1,0,null
/catalog/view/urn:uuid:1c9919a8-a041-45f1-87f8-f58411b4cc32,1,1,0.000085,5,2,1,0
/catalog/view/urn:uuid:e3c8f727-d2f5-4aed-81fc-c83b28f4beb6,1,0,0.000085,11,4,0,null
/catalog/view/arctic-data.9869.1,1,0,0.000085,1,1,0,null
/view/arctic-data.6236.1.,1,0,0.000085,1,1,0,null
/catalog/view/doi:10.18739/F1T151VR,1,0,0.000085,1,1,0,null
/catalog/submit/urn:uuid:90662661-3cf5-4624-9b61-41cc6fc6c4e2,1,0,0.000085,1,1,0,null
/download/fileDownload.htm?logicalFileId=e428f650-4349-11e3-9dcb-00c0f03d5b7c,1,1,0.000085,5,1,1,0
/view/urn:uuid:d652282d-7185-470a-bccc-d223c91eb772,1,0,0.000085,1,1,0,null
/catalog/view/resource_map_urn:uuid:dfa88649-451a-4106-b2f2-2919dfd445b6,1,1,0.000085,6,4,1,0
/view/doi:10.18739/A2CQ2K,1,0,0.000085,2,2,0,null
/profile/http://orcid.org/0000-0003-2579-9923,1,2,0.000085,3,3,2,0.5
/submit/ess-dive-57ece662a663645-20180717T101549752645,1,0,0.000085,1,1,0,null
/catalog/view/resource_map_doi:10.18739/A2BK7S,1,0,0.000085,12,1,0,null
/catalog/view/doi:10.18739/A2GJ7P,1,0,0.000085,1,1,0,null
/catalog/view/doi:10.18739/A25N9P,1,0,0.000085,1,1,0,null
/view/doi:10.18739/A2CF9G,1,0,0.000085,1,1,0,null
/view/urn:uuid:18049e49-bcd5-4e46-aacc-211a54ea8259,1,0,0.000085,1,1,0,null
/view/doi:10.18739/A2KK94B96,1,0,0.000085,1,1,0,null
/view/urn:uuid:ece741c0-bcc1-4db9-8f8f-c17e32cd446f,1,0,0.000085,1,1,0,null
/view/urn:uuid:7bdb25fd-0b3a-4752-9584-c6013d957757,1,0,0.000085,3,1,0,null
/catalog/view/urn:uuid:70d29bf4-9f5f-4751-afb6-848b1b209de9,1,0,0.000085,3,1,0,null
/view/ess-dive-30b54714ee907e8-20180621T210226920,1,0,0.000085,2,1,0,null
/metaca/d1/mn/v2/object/urn:uuid:299e3ea7-da03-4544-970f-149b261aabfe,1,0,0.000085,2,1,0,null
/view/doi:10.5065/D6JM27RM,1,1,0.000085,1,1,1,1
/view/urn:uuid:06ea73ba-3960-4192-adb5-f0338d2ccd12,1,0,0.000085,4,1,0,null
