Page,Users,Sessions,Users_%_of_Total,Pageviews,Unique_Pageviews,Entrances,Bounce_Rate
/,25436,42464,0.440145,75951,55359,42443,0.421957423
/catalog,4310,2280,0.257363,12070,8734,2131,0.247368421
/catalog/,4130,416,0.195397,33,26,19,0.033653846
/data,3291,2306,0.160785,19380,9507,2319,0.273200347
/catalog/data,3114,3395,0.139405,14923,7964,3298,0.253608247
/about/,2637,941,0.123776,3942,3297,944,0.582359192
/team/,1634,614,0.110133,2554,2117,615,0.684039088
/submit/,1384,898,0.09936,3255,2395,901,0.643652561
/page/0,1174,1580,0.090577,5362,3813,1582,0.158860759
/training/,1166,892,0.083537,2245,1639,892,0.515695067
/publications/,1120,431,0.077705,1701,1326,432,0.744779582
/share,1060,528,0.072758,4532,2706,529,0.357954545
/profile,989,232,0.068477,1609,1338,238,0.61637931
/q-and-a/,912,214,0.064713,1430,1181,214,0.570093458
/january-2019-data-science-training-for-arctic-researchers/,903,1004,0.061441,1359,1191,1004,0.815737052
/data/page/0,873,556,0.058545,4704,2254,557,0.303956835
/catalog/profile,799,193,0.055914,1376,1121,188,0.564766839
/proposals/,773,660,0.053551,1187,1008,661,0.762121212
/home.htm,735,800,0.051402,936,817,800,0.56875
/support/,729,121,0.049463,1308,1004,122,0.58677686
/data-plans/,685,384,0.047672,932,827,384,0.841145833
/2018-data-science-training-for-arctic-researchers/,649,639,0.046015,982,876,639,0.723004695
/news/2016/06/data-science-opportunities/,629,371,0.044488,810,733,371,0.851752022
/upcoming-data-science-training-for-arctic-researchers/,599,612,0.043066,857,767,612,0.823529412
/catalog/submit,582,302,0.041746,1657,1196,304,0.523178808
/catalog/portals/permafrost/,548,651,0.040505,874,722,650,0.769585253
/reconciling-historical-and-contemporary-trends-in-terrestrial-carbon-exchange-of-the-northern-permafrost-zone/,546,844,0.039355,1189,995,844,0.808056872
/view/doi:10.3334/CDIAC/00001_V2017,522,562,0.038272,769,619,562,0.807829181
/catalog/share,521,399,0.037263,1197,994,378,0.483709273
/category/news/,512,197,0.036317,822,672,197,0.624365482
/history/,466,89,0.035405,604,546,90,0.651685393
/data/my-data,453,126,0.034544,2256,1283,127,0.214285714
/catalog/view/doi:10.18739/A24M9198B,439,504,0.033727,587,518,504,0.81547619
/data-portals/,427,406,0.032952,852,656,406,0.568965517
/preservation/,394,158,0.032206,611,516,159,0.702531646
/training_july2017/,380,468,0.031494,586,514,468,0.83974359
/catalog/data/my-data,372,133,0.030817,1952,1168,138,0.112781955
/submit,334,117,0.030158,1341,766,117,0.230769231
/dataset-highlights/,328,124,0.02953,718,522,124,0.483870968
/catalog/portals/permafrost,327,336,0.028933,599,490,336,0.803571429
/synthesis-working-groups/,283,61,0.028347,500,401,62,0.68852459
/upcoming-,258,257,0.027778,258,258,257,0.996108949
/employment-opportunities/,252,106,0.027234,354,306,106,0.79245283
/catalog/signin,246,37,0.026712,583,524,37,0.135135135
/blog/2020/06/bringing-arctic-data-into-undergraduate-classrooms/,238,254,0.026209,295,275,254,0.791338583
/news/2017/08/data-science-opportunities/,227,70,0.025725,371,290,70,0.671428571
/social-scientific-data-workshop/,225,258,0.025261,526,408,258,0.782945736
/uncategorized/2017/08/data-science-opportunities/,213,47,0.024811,334,255,47,0.744680851
/catalog/edit/portals,201,36,0.024376,420,319,36,0.527777778
/data/page/2,198,20,0.023957,412,247,20,0.5
/news/2016/03/press-release/,193,87,0.023552,257,229,87,0.67816092
/dataset-highlight-investigating-rotten-ice-with-dr-karen-junge/,186,180,0.023161,244,212,180,0.761111111
/catalog/view/doi:10.18739/A25T3FZ8X,158,194,0.022776,279,217,194,0.546391753
/signin,151,44,0.022403,394,225,44,0.340909091
/news/2017/02/proposals/,151,34,0.022043,192,166,34,0.588235294
/catalog/data/page/2,150,19,0.021696,389,190,19,0.368421053
/catalog/portals/CALM,150,72,0.02136,227,196,72,0.583333333
/catalog/view/doi:10.18739/A2JH3D23R,144,179,0.021035,244,206,179,0.642458101
/working-with-data/,143,20,0.020721,310,225,20,0.5
/catalog/portals/DBO,142,146,0.020416,377,299,143,0.561643836
/sharebutton.to,129,129,0.020118,379,129,129,0.015503876
/catalog/view/doi:10.18739/A20P0WQ7M,128,133,0.019829,181,150,133,0.744360902
/news/2018/08/call-for-applicants-january-2019-data-science-training/,124,27,0.019549,158,147,27,0.592592593
/news/2016/04/webinar-recap-nsf-arctic-data-center-overview/,121,68,0.019276,173,152,68,0.794117647
/polar-2018-data-management-101-workshops/,118,63,0.019011,238,179,63,0.682539683
/projects/,118,132,0.018754,168,134,133,0.424242424
/category/blog/,117,28,0.018504,429,250,28,0.5
/news/2018/03/call-for-synthesis-working-group-proposals/,114,25,0.018261,163,139,25,0.92
/view/doi:10.3334/CDIAC/ATG.032,114,123,0.018025,163,131,123,0.804878049
/catalog/view/doi:10.5065/D69G5JX5,113,169,0.017795,207,171,169,0.769230769
/catalog/view/doi:10.18739/A26D5PB2S,112,95,0.017572,188,154,96,0.736842105
/view/urn:uuid:ef1feed0-9057-4afb-963e-03769a0b3e85,107,285,0.017354,425,314,285,0.736842105
/catalog/view/doi:10.18739/A2CD5M,105,118,0.017141,168,144,118,0.694915254
/catalog/view/doi:10.18739/A21R6N14K,103,125,0.016933,182,152,126,0.8
/news/2019/01/2019-arctic-data-center-data-science-trainings/,103,17,0.016731,132,112,17,0.647058824
/news/2017/03/arctic-data-center-training-workshop/,102,12,0.016534,139,111,12,0.666666667
/data/page/3,99,1,0.016342,184,112,1,0
/news/2017/08/employment-opportunities/,98,19,0.016154,103,99,19,0.789473684
/catalog/view/doi:10.18739/A2KG55,94,103,0.01597,132,107,103,0.757281553
/view/doi:10.5065/D6N014HK,92,109,0.01579,155,119,109,0.697247706
/view/doi:10.18739/A2BJ96,89,73,0.015614,122,103,73,0.712328767
/news/2017/06/webinar-registration-open-tools-and-strategies-for-archiving-data/,88,23,0.015443,114,105,23,0.913043478
/dataset-highlight-data-provenance-and-arctic-soil-bacteria/,88,36,0.015275,154,126,36,0.638888889
/news/2016/12/dataone-welcomes-the-arctic-data-center-as-its-36th-member-node/,88,15,0.015111,101,96,15,0.733333333
/news/2018/06/polar-2018-workshop-presentation-slides-now-available-online/,86,22,0.014951,106,92,22,0.818181818
/view/doi:10.18739/A2W22P,85,68,0.014794,113,100,68,0.897058824
/catalog/portals/dbo,84,50,0.014641,132,114,49,0.6
/news/2017/05/call-for-applications-data-science-training-for-arctic-research/,83,6,0.014491,107,93,6,0.5
/profile/http://orcid.org/0000-0002-1006-9496,82,61,0.014344,620,506,61,0.213114754
/view/doi:10.5065/D6JH3J7Z,82,63,0.0142,156,122,64,0.777777778
/dataset-highlight-dissolved-organic-carbon-with-dr-rose-cory/,82,59,0.01406,120,106,59,0.796610169
/news/2017/12/the-thomas-fire-in-santa-barbara/,82,10,0.013922,107,88,10,0.5
/catalog/view/doi:10.18739/A2VC2G,81,99,0.013788,114,101,99,0.747474747
/news/2019/07/call-for-abstracts-third-polar-data-forum-pdf-iii/,78,17,0.013655,83,82,17,0.941176471
/news/2018/10/arctic-data-center-at-agu-2018-december-10-14-2018/,74,6,0.013525,84,78,6,0.833333333
/view/doi:10.18739/A2CD5M,74,73,0.013398,157,131,74,0.767123288
/catalog/view/doi:10.5065/D66Q1VB7,74,139,0.013273,183,142,135,0.690647482
/view/doi:10.18739/A21R9G,73,94,0.01315,235,178,95,0.670212766
/view/doi:10.18739/A2556Q,73,59,0.01303,196,160,59,0.762711864
/catalog/view/doi:10.18739/A2B56D46X,72,65,0.012912,97,89,65,0.830769231
/catalog/data/page/3,70,9,0.012796,169,93,7,0.333333333
/catalog/data/mode=list,70,6,0.012683,205,110,7,0.5
/catalog/portals/reportcard,69,101,0.012571,239,169,100,0.574257426
/profile/http://orcid.org/0000-0001-9061-8952/s=settings,69,44,0.012462,504,258,44,0.181818182
/catalog/portals/permafrost/About,68,78,0.012354,145,109,78,0.858974359
/catalog/view/doi:10.18739/A2DR2P790,67,54,0.012249,101,80,54,0.648148148
/catalog/view/doi:10.18739/A28P5V92S,67,56,0.012145,87,77,56,0.857142857
/catalog/view/doi:10.18739/A2222R601,66,59,0.012043,90,78,59,0.762711864
/catalog/view/doi:10.18739/A2G27V,65,61,0.011943,105,93,61,0.606557377
/february-2019-data-science-training-for-arctic-researchers/,65,10,0.011845,95,74,10,0.5
/news/2020/05/arctic-data-center-portals/,64,23,0.011748,93,77,23,0.47826087
/blog/2018/07/dataset-highlight-investigating-rotten-ice-with-dr-karen-junge/,64,59,0.011653,68,64,59,0.830508475
/catalog/portals/toolik,64,81,0.01156,233,166,80,0.604938272
/view/doi:10.18739/A2K89M,64,98,0.011468,174,116,98,0.510204082
/news/2020/04/coretrustseal-certification/,63,42,0.011378,97,87,42,0.880952381
/catalog/view/doi:10.18739/A2S17SS80,61,112,0.011289,176,150,111,0.75
/profile/http://orcid.org/0000-0003-3697-394X,61,13,0.011201,77,73,13,0.384615385
/catalog/view/doi:10.18739/A2ZS2KD0Z,60,50,0.011115,89,78,50,0.82
/dataset-highlight-subsistence-harvests-in-alaskan-communities-along-the-bering-sea-with-dr-james-fall/,60,41,0.011031,98,77,41,0.707317073
/catalog/view/doi:10.18739/A26M3340D,59,68,0.010947,121,94,66,0.676470588
/view/doi:10.3334/CDIAC/GCP_2016,59,58,0.010865,80,73,58,0.896551724
/data/page/1,59,10,0.010784,109,78,10,0.3
/view/doi:10.18739/A2781G,58,37,0.010705,103,75,38,0.675675676
/dataset-highlight-discovering-the-connections-between-mountain-glaciers-and-arctic-groundwater-with-dr-anna-liljedahl/,58,59,0.010627,94,76,59,0.779661017
/catalog/view/doi:10.5065/D6N014HK,58,68,0.01055,83,70,67,0.808823529
/view/doi:10.18739/A2Z37J,57,52,0.010474,127,102,55,0.884615385
/training_jun2017/,57,23,0.010399,97,68,23,0.695652174
/category/news/page/2/,56,4,0.010325,56,56,4,1
/catalog/view/doi:10.18739/A2B853H78,55,49,0.010253,76,70,49,0.775510204
/news/2018/06/arctic-data-center-workshops-at-polar-2018-15-23-june-2018/,55,6,0.010181,60,59,6,1
/news/2019/07/2019-arctic-data-center-data-science-trainings/,55,3,0.010111,57,56,3,0.333333333
/blog/2019/11/arctic-data-centers-data-science-training/,55,54,0.010041,118,83,54,0.814814815
/view/urn:uuid:1b96e994-20a1-4445-a327-3256c040034f,54,56,0.009973,147,90,56,0.464285714
/catalog/view/doi:10.18739/A22Z12P4J,53,62,0.009905,101,81,63,0.741935484
/view/urn:uuid:3fb067ab-a8c6-4297-863f-511f1d39233b,53,17,0.009839,174,87,17,0.470588235
/api,53,14,0.009773,87,74,14,0.642857143
/catalog/view/doi:10.18739/A2K35MD3N,52,38,0.009708,71,61,38,0.789473684
/training_July2017/,52,10,0.009644,111,78,10,0.7
/catalog/view/doi:10.18739/A2985M,52,67,0.009582,100,76,65,0.507462687
/catalog/view/doi:10.18739/A2TM72117,52,71,0.00952,120,95,71,0.732394366
/blog/2020/07/find-the-arctic-data-center-at-the-esa-2020-virtual-meeting/,52,38,0.009458,103,80,38,0.894736842
/view/doi:10.18739/A2WS8HK6X,51,36,0.009398,85,63,36,0.833333333
/catalog/view/doi:10.18739/A2RF5KF5N,51,42,0.009338,85,63,43,0.714285714
/view/ess-dive-ba81a8a8e0bef31-20180330T223152179,51,14,0.00928,79,73,14,0.428571429
/catalog/view/doi:10.18739/A20298,51,41,0.009222,70,62,42,0.780487805
/news/2018/08/arctic-data-center-will-be-at-the-ecological-society-of-america-esa-annual-meeting-5-10-august-2018/,50,5,0.009165,51,51,5,0.8
/catalog/my-profile,50,37,0.009108,134,101,37,0.243243243
/view/doi:10.3334/CDIAC/GLOBAL_METHANE_BUDGET_2016_V1.1,50,54,0.009052,68,63,54,0.907407407
/catalog/portals/DBO/Data,50,32,0.008998,114,79,32,0.625
/catalog/projects/DBO,50,94,0.008943,198,128,93,0.5
/catalog/view/doi:10.18739/A24X54G9W,50,39,0.00889,86,67,39,0.743589744
/view/doi:10.18739/A2KG55,50,52,0.008837,82,68,52,0.826923077
/catalog/view/urn:uuid:8009cc13-08d5-4bb2-ad9a-dc0f5dbfbcd0,49,34,0.008785,77,66,32,0.676470588
/dataset-highlight-phenological-mismatch-in-the-arctic-with-dr-kathy-kelsey/,49,33,0.008733,73,63,33,0.757575758
/view/doi:10.18739/A2JH3D23R,49,59,0.008682,86,71,59,0.796610169
"/profile/CN=arctic-data-admins,DC=dataone,DC=org",48,23,0.008632,154,118,23,0.52173913
/catalog/view/doi:10.18739/A21C1TF69,48,53,0.008582,94,72,54,0.79245283
/catalog/view/doi:10.5065/D6DV1H19,48,63,0.008533,79,68,63,0.698412698
/view/urn:uuid:ff7b9006-a7f7-4642-96ec-f2ba5da2b223,48,16,0.008485,113,76,16,0.5
/catalog/view/doi:10.18739/A21R9G,48,65,0.008437,145,97,65,0.615384615
"/profile/CN=DBO,DC=dataone,DC=org",48,63,0.00839,258,138,63,0.412698413
/catalog/view/doi:10.18739/A2TH8BM6X,47,53,0.008343,91,75,54,0.754716981
/catalog/view/doi:10.18739/A23R0PT35,46,60,0.008297,114,81,60,0.633333333
/download/fileDownload.htm,46,46,0.008251,46,46,46,1
/view/doi:10.18739/A2G95H,46,29,0.008206,93,78,30,0.517241379
/view/doi:10.18739/A2D08X,46,32,0.008161,109,75,32,0.71875
/search-tips/,45,8,0.008117,64,54,8,1
/catalog/view/doi:10.18739/A2S17SS1M,45,40,0.008073,72,57,40,0.65
/view/urn:uuid:5fd46fd0-0103-4b8d-82ba-b328403e8168,45,37,0.00803,117,78,37,0.72972973
/view/,45,34,0.007987,57,49,34,0.441176471
/catalog/view/doi:10.18739/A2S46H57S,44,93,0.007945,152,120,92,0.784946237
/blog/2020/02/researcher-profiles-and-highlights-october-2019/,44,12,0.007903,74,56,12,0.916666667
/profile/http://orcid.org/0000-0001-6955-0535,44,2,0.007862,109,87,2,0.5
/view/doi:10.18739/A2B958,43,38,0.007821,61,53,38,0.815789474
/catalog/view/doi:10.18739/A2599Z216,43,32,0.007781,59,45,32,0.78125
/catalog/view/doi:10.18739/A2CN6XZ7H,43,40,0.007741,74,53,40,0.7
/catalog/view/dXJuOnV1aW,42,41,0.007701,42,42,41,0.975609756
/view/doi:10.18739/A2WD3H,42,23,0.007662,63,50,23,0.739130435
/view/urn:uuid:8eb73d4e-1c42-46eb-a367-e76ea2f15414,42,8,0.007623,69,54,8,0.375
/training_July2017/?platform=hootsuite,42,67,0.007585,70,67,67,0.940298507
/view/ess-dive-ba81a8a8e0bef31-20180727T203854467,42,4,0.007547,66,51,4,0.5
/view/urn:uuid:0ebda4cd-dc0e-48ce-a295-e4a3cd5bb3a6,42,29,0.00751,79,60,29,0.620689655
/catalog/view/doi:10.18739/A24X0Q,41,32,0.007472,61,51,32,0.6875
/view/ess-dive.1,41,6,0.007436,89,72,6,0.666666667
/view/doi:10.18739/A2MV9S,41,12,0.007399,71,57,12,0.75
/catalog/view/doi:10.18739/A2CR5NC1B,40,37,0.007363,76,54,37,0.486486486
/view/urn:uuid:997fe05e-2c43-4a26-81e3-98ed80e9b505,40,20,0.007328,164,100,21,0.55
/view/doi:10.18739/A27T10,40,12,0.007292,98,61,13,0.666666667
/catalog/view/urn:uuid:46789d94-7c12-4d9f-9e62-7f90f7918219,40,7,0.007257,69,54,7,0.285714286
/blog/2019/12/arctic-data-center-at-american-geophysical-union-2019/,39,20,0.007223,71,52,20,0.85
/catalog/view/doi:10.18739/A2G15TB05,39,25,0.007188,62,53,24,0.48
/view/doi:10.18739/A2166T,39,20,0.007154,76,65,21,0.85
/catalog/view/doi:10.18739/A2CR5NB9R,39,38,0.007121,49,47,38,0.921052632
/profile/http://orcid.org/0000-0002-8941-9259,38,9,0.007088,87,59,9,0.111111111
/catalog/view/doi:10.18739/A2V40JZ6C,38,36,0.007055,59,52,36,0.583333333
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/560/4,38,54,0.007022,78,58,54,0.37037037
/profile/http://orcid.org/0000-0001-6885-9821,38,11,0.00699,58,53,11,0.272727273
/catalog/view/ZG9pJTNBMT,38,37,0.006958,38,38,37,1
/catalog/view/doi:10.18739/A2VQ2S94D,38,68,0.006926,123,95,67,0.588235294
/view/ess-dive-9dbb887ee8f13fd-20180828T195338884,37,6,0.006895,76,56,6,0.666666667
/view/doi:10.5065/D69G5JX5,37,54,0.006864,68,56,54,0.777777778
/view/ess-dive-1e51ee20381d44d-20180330T195330088,37,0,0.006833,54,38,0,null
/catalog/view/doi:10.18739/A2K89M,37,48,0.006802,53,48,48,0.791666667
/catalog/view/doi:10.18739/A2556Q,37,24,0.006772,62,56,24,0.708333333
/catalog/portals/permafrost/News,37,8,0.006742,62,55,8,0.375
/catalog/view/doi:10.18739/A2P55DG5N,37,21,0.006712,77,60,21,0.523809524
/data/my-data/page/0,37,0,0.006683,100,50,0,null
/catalog/view/urn:uuid:0ec88715-fa58-4af0-82aa-44e76347ed72,36,23,0.006654,60,44,23,0.47826087
/view/ess-dive-cb126697bf31ead-20180904T225447307,36,3,0.006625,99,61,4,0
/view/arctic-data.7792.4,36,34,0.006597,83,56,34,0.764705882
/view/urn:uuid:eec9136f-095f-4e87-a611-522028991520,36,13,0.006568,58,45,13,0.769230769
/view/doi:10.18739/A2408F,36,29,0.00654,104,69,29,0.655172414
/catalog/view/doi:10.18739/A2Z60C21V,36,44,0.006512,63,57,43,0.840909091
/blog/2020/10/getting-credit-for-data-creation-and-curation/,36,36,0.006485,77,59,36,0.833333333
/view/doi:10.18739/A2DR2P790,36,27,0.006458,63,44,27,0.740740741
/catalog/api,36,25,0.006431,54,52,25,0.72
/catalog/view/doi:10.18739/A2BZ61825,36,30,0.006404,54,43,30,0.833333333
/catalog/view/doi:10.18739/A2348GG12,35,34,0.006377,79,41,33,0.764705882
/view/doi:10.3334/CDIAC/ATG.DB1001,35,41,0.006351,161,73,41,0.585365854
/view/urn:uuid:00edeb96-7444-41a8-9e73-59ac2893a497,35,9,0.006325,137,64,9,0
/view/doi:10.18739/A2FC5W,35,33,0.006299,98,72,33,0.818181818
/catalog/portals/PerCS-Net,35,42,0.006273,89,72,42,0.571428571
/uncategorized/2019/11/researcher-profi…hts-october-2019/,35,35,0.006248,35,35,35,0.971428571
/view/urn:uuid:e9136a64-661f-470d-9b3a-72f31d54d066,35,25,0.006223,62,44,26,0.68
/catalog/view/doi:10.18739/A2599Z26M,34,39,0.006198,74,55,38,0.846153846
/profile/http://orcid.org/0000-0001-8199-864X,34,15,0.006173,107,52,15,0.066666667
/view/urn:uuid:2eead053-9172-48a8-9630-e5ccded3f865,34,3,0.006148,54,46,3,0.333333333
/profile/http://orcid.org/0000-0001-9061-8952,34,2,0.006124,101,60,2,0.5
/view/doi:10.18739/A28C9R366,34,21,0.0061,64,45,21,0.761904762
/view/doi:10.18739/A2TK3M,34,33,0.006076,65,47,33,0.696969697
/catalog/view/doi:10.18739/A2DR2P85H,34,21,0.006052,64,51,20,0.571428571
/catalog/view/urn:uuid:0bb9fd5a-1ea1-4253-9c84-fc5289c16c6f,34,22,0.006028,60,43,22,0.5
/view/urn:uuid:72899988-22bf-44a0-b4ff-11f62c2c6a66,34,5,0.006005,70,41,5,0.4
/catalog/view/doi:10.18739/A2W37KW0M,34,24,0.005982,60,48,23,0.75
/dataset-highlight-learning-from-the-hunters-in-savoonga-with-dr-henry-huntington/,34,21,0.005959,82,66,21,0.571428571
/catalog/view/doi:10.18739/A28Q18,34,28,0.005936,49,41,27,0.464285714
/view/doi:10.18739/A23K4G,33,8,0.005914,50,47,8,0.75
/profile/http://orcid.org/0000-0002-0979-560X,33,8,0.005891,81,64,8,0.5
/view/doi:10.18739/A23Z3W,33,35,0.005869,88,54,35,0.457142857
/view/doi:10.18739/A2136S,33,19,0.005847,130,84,20,0.368421053
/view/ess-dive-aa6e33480c133b0-20181031T162314311,33,2,0.005825,52,41,2,0.5
/view/urn:uuid:04adb1c7-d215-4c8f-9e80-79d56bc20bab,33,29,0.005803,144,77,30,0.517241379
/view/doi:10.18739/A2X68N,33,27,0.005782,50,39,27,0.962962963
/view/doi:10.18739/A20298,33,19,0.00576,53,42,19,0.578947368
/view/doi:10.18739/A25T3FZ8X,33,36,0.005739,66,51,36,0.722222222
/view/arctic-data.1580.1,33,9,0.005718,73,51,9,0.222222222
/data/page/4,32,1,0.005697,59,37,1,0
/view/urn:uuid:c212c9d3-2b14-4580-a575-08b7af831ac6,32,13,0.005676,38,33,13,1
/catalog/view/doi:10.18739/A2VT1GP7Q,32,40,0.005656,62,49,40,0.6
/system-status/,32,13,0.005635,53,42,13,0.692307692
/view/doi:10.18739/A28C6Q,32,32,0.005615,63,54,32,0.84375
/catalog/view/doi:10.18739/A2FF3M027,32,26,0.005595,56,42,26,0.538461538
/view/doi:10.18739/A27G86,32,26,0.005575,78,46,26,0.730769231
/view/doi:10.18739/A23D20,32,8,0.005555,91,58,9,0.375
/catalog/view/doi:10.18739/A29G5GD77,31,25,0.005536,54,43,25,0.64
/view/doi:10.18739/A20955,31,16,0.005516,72,55,16,0.75
/view/doi:10.18739/A23T0C,31,16,0.005497,45,39,16,0.9375
/view/doi:10.18739/A22T1F,31,3,0.005478,60,43,4,0.333333333
/catalog/view/doi:10.18739/A28C9R366,31,22,0.005459,44,34,21,0.545454545
/catalog/view/doi:10.18739/A2B56D44Z,31,36,0.00544,67,56,37,0.833333333
/catalog/view/urn:uuid:9f079e66-19eb-47e1-9bbd-340f72b890c4,31,22,0.005421,45,35,22,0.863636364
/catalog/view/doi:10.18739/A2D08X,31,28,0.005402,47,41,29,0.821428571
/view/doi:10.18739/A2GW0G,31,6,0.005384,59,44,6,0.5
/catalog/view/doi:10.18739/A22274,31,33,0.005365,66,50,33,0.606060606
/view/urn:uuid:b9d66cfc-b9cf-47f2-8297-831f022e7469,31,10,0.005347,64,35,10,0.6
/catalog/view/urn:uuid:df1eace5-4dd7-4517-a985-e4113c631044,30,33,0.005329,60,49,33,0.818181818
/view/doi:10.18739/A2M37F,30,4,0.005311,48,41,4,0.5
/view/ess-dive-a20030142c2629e-20180330T150355094500,30,5,0.005293,48,39,5,0.6
/view/urn:uuid:0599306e-2ed9-4f5f-a5aa-f1f05e70cebe,30,6,0.005275,76,58,7,0.333333333
/catalog/view/urn:uuid:1b96e994-20a1-4445-a327-3256c040034f,30,45,0.005258,78,51,45,0.466666667
/catalog/view/doi:10.18739/A2FX73Z0Z,30,22,0.00524,47,37,22,0.681818182
/training_march2017/,29,8,0.005223,34,29,8,0.5
/catalog/view/doi:10.18739/A2QR4NR5X,29,28,0.005205,30,30,28,1
/view/doi:10.18739/A2ZQ03,29,4,0.005188,53,44,4,0.5
/catalog/view/doi:10.18739/A2WS8HK6X,29,21,0.005171,45,36,21,0.666666667
/catalog/view/doi:10.18739/A2FX73Z1F,29,17,0.005154,40,36,16,0.588235294
/catalog/portals/DBO/,29,32,0.005138,52,41,32,0.5625
/view/doi:10.5065/D61J97TT,29,21,0.005121,54,44,21,0.857142857
/view/doi:10.18739/A26R0M,29,9,0.005104,60,50,10,0.444444444
/dataset-highlight-exploring-the-energy-clouds-atmosphere-and-precipitation-in-summit-greenland-through-icecaps-with-dr-matthew-shupe/,29,27,0.005088,43,40,27,0.888888889
/view/urn:uuid:f783f072-e5e0-454c-9c9d-136935e1cb7c,29,27,0.005072,118,62,27,0.296296296
/view/urn:uuid:b43c0daa-162b-4c45-95da-4baf82d6958b,29,23,0.005055,58,43,23,0.782608696
/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/10531/6,29,9,0.005039,74,43,9,0.444444444
/view/urn:uuid:c85d94c8-8b21-486b-88d5-8bf1fc1d262a,29,9,0.005023,69,49,10,0.444444444
/view/urn:uuid:1fc42aeb-353d-4af0-b97c-75f670ed21a6,29,5,0.005007,67,46,5,0.6
/view/doi:10.18739/A24H1Z,29,6,0.004992,57,38,6,0.333333333
/view/arctic-data.7792.15,29,17,0.004976,55,44,17,0.647058824
/view/doi:10.3334/CDIAC/ATG.012,29,34,0.00496,49,41,34,0.794117647
/catalog/view/doi:10.18739/A24X54G8D,28,7,0.004945,50,37,9,0.428571429
/upcoming-data-science-training-for-arctic-researchers/?fbclid=IwAR1Y6Y_Q-AU2R_Zm7DM1R-ZXkX1JUY-Rf5mBcufI430td3xuDcfAmu8xAW0,28,29,0.00493,33,30,29,0.827586207
/catalog/view/doi:10.5065/D6VT1Q75,28,23,0.004914,36,32,22,0.47826087
/view/urn:uuid:78578d5e-f29a-4087-a708-ff31d3e5fad3,28,13,0.004899,51,40,13,0.692307692
/view/urn:uuid:15120906-ddeb-4d8d-be69-799147216f0b,28,10,0.004884,43,33,10,0.3
/catalog/view/doi:10.18739/A27S7HS5V,28,17,0.004869,43,36,17,0.647058824
/catalog/view/urn:uuid:b5fd55a5-7e97-4b83-acf8-81946ee26616,28,16,0.004854,58,47,17,0.5625
/view/urn:uuid:ebe25bc7-c9de-4440-87c0-a5d0d6267fec,28,8,0.00484,69,56,9,0.125
/view/doi:10.18739/A2W389,28,17,0.004825,60,43,17,0.294117647
/catalog/view/doi:10.18739/A21J9779S,28,29,0.00481,53,41,29,0.689655172
/project/collaborative_research_the_impact,28,26,0.004796,30,28,26,0.807692308
/catalog/view/urn:uuid:223d872e-ad5b-484e-800e-24d3230f5c43,28,9,0.004781,52,41,9,0.666666667
/view/doi:10.18739/A2D934,28,22,0.004767,53,40,22,0.727272727
/view/doi:10.18739/A2KK3F,28,8,0.004753,56,44,8,0.625
/view/urn:uuid:b9e1ee82-39d2-4219-b08d-0403d409e48d,28,8,0.004739,92,47,8,0.375
/catalog/quality/doi:10.18739/A24B2X46G,28,53,0.004725,117,72,53,0.622641509
/home.html,27,85,0.004711,105,96,85,0.835294118
/catalog/view/doi:10.18739/A22G44,27,18,0.004697,39,32,18,0.611111111
/view/doi:10.18739/A26R78,27,14,0.004683,98,61,15,0.571428571
/catalog/view/doi:10.18739/A26T0GW17,27,10,0.00467,57,43,10,0.7
/catalog/view/doi:10.18739/A2D795976,27,21,0.004656,90,60,21,0.523809524
/view/doi:10.18739/A2280J,27,32,0.004643,78,56,33,0.8125
/view/doi:10.18739/A24H2B,27,13,0.004629,42,35,13,0.538461538
/catalog/view/doi:10.18739/A2VH5CJ92,27,25,0.004616,27,27,25,1
/catalog/view/doi:10.18739/A2FX73Z6V,27,23,0.004602,47,35,23,0.826086957
/catalog/view/doi:10.18739/A2901ZG3N,27,23,0.004589,81,57,23,0.565217391
/view/urn:uuid:a4bb1035-cef3-4cf9-9283-0d1ea78cdf07,27,35,0.004576,69,49,35,0.571428571
/catalog/view/doi:10.18739/A2HT2GB80,27,8,0.004563,45,32,8,0.375
/view/urn:uuid:8400608d-cecd-4b48-a446-4dacf4b43435,27,8,0.00455,58,47,8,0.25
/www1.free-share-buttons.top,27,27,0.004537,76,27,27,0.074074074
/catalog/view/urn:uuid:517b8679-20db-4c89-a29c-6410cbd08afe,26,23,0.004525,50,38,23,0.695652174
/catalog/view/doi:10.18739/A2ZW18R87,26,17,0.004512,59,49,16,0.882352941
/view/doi:10.18739/A20W85,26,6,0.004499,55,37,6,0.5
/catalog/portals/DBO/Metrics,26,17,0.004487,46,35,17,0.529411765
/view/urn:uuid:92796d5c-bf70-4822-9a36-e3730f8ac193,26,5,0.004474,33,29,5,0.8
/catalog/view/doi:10.18739/A2H70817C,26,21,0.004462,29,28,21,1
/view/urn:uuid:582366d2-1e82-4f3e-b49f-028c1f96283d,26,14,0.004449,86,50,14,0.428571429
/view/urn:uuid:bea82705-5ef8-47db-a38b-f11be53602d7,26,4,0.004437,34,28,4,0.75
/data/page/5,26,2,0.004425,36,29,2,0
